"","IRF_x1"
"1",0.000362607618465526
"2",0.000783730354683534
"3",0.00111109295298041
"4",0.00161284172059293
"5",0.0022241197513419
"6",0.00313677616627221
"7",0.00418184052034257
"8",0.00532430893547391
"9",0.00647024684017489
"10",0.00739758937166555
"11",0.00818813784079559
"12",0.00878112864179233
"13",0.00934791920202495
"14",0.00981096576745008
"15",0.010222672515855
"16",0.0105573787843954
"17",0.0108777517708291
"18",0.0111590453668628
"19",0.0114030023970747
"20",0.0116122034768065
"21",0.0117726682123104
"22",0.0119375286475845
"23",0.0120673364994539
"24",0.0121821392870925
"25",0.0122887270499368
"26",0.0123445533091278
"27",0.0124439146127637
"28",0.0123634188228481
"29",0.0122768528574761
"30",0.0120965839775463
"31",0.0119292194419925
"32",0.011733356677054
"33",0.0115713149028314
"34",0.011489477468004
"35",0.0114978225201627
"36",0.0114951415615398
"37",0.0115435987576739
"38",0.011574153685919
"39",0.0115019397481995
"40",0.0114590605772568
"41",0.0113505757772269
"42",0.0111707742052165
"43",0.0109848993086406
"44",0.0108345674308634
"45",0.0107715093013328
"46",0.0106341312499091
"47",0.0105263593056968
"48",0.0103830251330245
"49",0.0101789724338952
"50",0.00997433152347569
"51",0.0096988481709336
"52",0.00946815971001253
"53",0.00919790943960122
"54",0.00900679814626346
"55",0.00872261654557637
"56",0.00841329777275582
"57",0.00818789514743256
"58",0.00791273759569977
"59",0.00756728909807818
"60",0.00734163528008962
"61",0.00713643178276025
"62",0.00686303126151144
"63",0.00664384684550302
"64",0.00643196803221343
"65",0.00616415596252022
"66",0.00587703474358136
"67",0.00564461458312444
"68",0.00542845894359676
"69",0.00515121557810723
"70",0.0049761046076373
"71",0.00472022312662774
"72",0.00457510385741721
"73",0.00441146374306944
"74",0.00430307147988228
"75",0.00419436698148792
"76",0.00408248052348201
"77",0.00399203378426588
"78",0.00388830339737449
"79",0.00375022970055661
"80",0.00360607896023217
"81",0.00351856278391608
"82",0.0033666359836263
"83",0.00332054528886871
"84",0.00313222151321674
"85",0.00305460538778421
"86",0.00299221834312561
"87",0.00301247159358601
"88",0.00303294075113186
"89",0.00308795774356914
"90",0.0030943998091235
"91",0.0032004514732155
"92",0.00324526376678615
"93",0.00321409678854049
"94",0.00323071197411629
"95",0.00328420738314143
"96",0.00329081853589307
"97",0.00328177200731497
"98",0.00322529205585269
"99",0.00314816825698634
"100",0.00312024396507303
"101",0.00313238877094568
"102",0.0031163501038833
"103",0.00311726249441562
"104",0.00314283560164855
"105",0.00308753682483285
"106",0.00314508641518561
"107",0.0031454331986399
"108",0.0031267775792913
"109",0.00316899194599427
"110",0.00316273631163406
