"","IRF_x1"
"1",0.00121630450849116
"2",0.00528287189963344
"3",0.00802444169496598
"4",0.0100145815862859
"5",0.0112214195714564
"6",0.0115762559759487
"7",0.0112933833925963
"8",0.0107043122792074
"9",0.00980872430582041
"10",0.0090355883953969
"11",0.00824686010192944
"12",0.00739406287819858
"13",0.00657914664697988
"14",0.00583526641348464
"15",0.00504239388899655
"16",0.00448798249953304
"17",0.00384267302887258
"18",0.0032627361828215
"19",0.00256067511531109
"20",0.00189344903728933
"21",0.00133299968700366
"22",0.00103709544110297
"23",0.000725355751143356
"24",0.000710571052649108
"25",0.000316025366287356
"26",0.00010313013494486
