"","IRF_x1"
"1",0.00543714193424287
"2",0.0204405733025646
"3",0.0140063866090148
"4",0.00868792821130979
"5",0.00677278809069251
"6",0.00501589853950682
"7",0.00481756780641749
"8",0.00496960110984425
"9",0.00429321602035337
"10",0.00406282734288651
"11",0.0036434734860942
"12",0.00338769203174192
"13",0.0031806449273038
"14",0.0020565808988601
"15",0.00228806037540165
"16",0.00229798642849051
"17",0.0017756149752503
"18",0.00197659039148866
"19",0.00110166592553309
"20",0.000853341415871049
"21",0.000379685310272334
"22",0.000188115206134846
