"","catchment_no","criteria","mean_nrmse","mean_r2","mean_nse","mean_kge","n_windows","sd_windows","mean_delta1","mean_sigma1","sd_delta1","sd_sigma1","mean_delta2","mean_sigma2","sd_delta2","sd_sigma2","median_mod_kge","median_mod_delta1","median_mod_sigma1","median_mod_delta2","median_mod_sigma2","longitude","latitude","region"
"750",1332,best_aic,1.59324443422935,-0.0484564039278454,-0.0484564039278454,-0.0940317527667344,2,0,0.0629520699636389,7.61241065032368,0.0905220725725589,5.01074608527102,0.0134454973511646,3.39186898024668,0.0289884352813101,5.61015847008315,-0.0992978589072591,1.00101090998572e-05,9.34942519027129,5.40071209551988e-06,0.0883150932990165,-127.204162598,54.8099403381,n.a.
"751",1332,best_bic,1.59489387067362,-0.0525616181240109,-0.0525616181240109,-0.0951513482370585,2,0,0.0814502394445791,6.94047158349646,0.113753718849106,4.46112683260349,0.00972586521966772,2.67845834322256,0.0214656418643762,4.35311786212318,-0.0989235059352012,0.400010067918101,7.30612853032451,0.00861270489582506,0.0547010307806689,-127.204162598,54.8099403381,n.a.
"752",1332,best_rmse,1.58940720995839,-0.0541525037018521,-0.0541525037018521,-0.0918495228012886,2,0,0.070509556592401,8.69511104252404,0.0719809743408567,4.89723595041464,0.0152877780464643,1.8911130131633,0.0303888771259194,3.75023526909636,-0.096755667903613,2.35863556144445e-07,13.8035571031328,1.17082102670305e-07,0.0860314976479561,-127.204162598,54.8099403381,n.a.
"753",1333,best_bic,0.772020224306255,-0.286782486427577,-0.286782486427577,0.0472951133168132,2,0,0.253675243800214,3.01619764013358,0.308454985482335,4.19312782091662,0.00591258560059967,6.0430526911079,0.00963736064470697,6.05477305685682,0.0113113569986125,0.0027434307598088,0.294057966225098,0.00142006123686876,12.4513492580801,-127.620750427,55.2961082458,n.a.
"754",1334,best_aic,0.924516135876907,-0.722897595607136,-0.722897595607136,0.0315918253059209,2,0,0.03501295226208,8.16222236140281,0.0457274304930314,5.7516238404067,0.016675233978731,1.16112600180055,0.0235966592669045,2.40658357294725,0.0350029989591021,0.0458949587576845,5.32261103648799,0.000185050310033125,0.178306882738418,-127.179168701,51.6791687012,n.a.
"755",1334,best_bic,0.916316498414935,-0.695821129354548,-0.695821129354548,0.0464732636532043,2,0,0.0933215849731259,5.77037759818566,0.219592444484928,3.49081122572506,0.020344969413369,2.1858401663356,0.0294503846943169,4.33426226159652,0.0489606675349894,0.00655085636824786,6.88753059548554,0.00219550369126472,0.4817312079714,-127.179168701,51.6791687012,n.a.
"756",1334,best_rmse,0.922086107457663,-0.713136051995495,-0.713136051995495,0.0457453382580624,2,0,0.0322551274533744,5.69262977234422,0.032802465225096,3.38857205032771,0.0139653689073439,1.59301935118515,0.0188961571126431,2.89355949334667,0.0452081080696874,0.00176673618826338,7.33799822369072,0.000225689836096816,0.20671840724903,-127.179168701,51.6791687012,n.a.
"757",1335,best_aic,0.995391545091615,-0.141114353585817,-0.141114353585817,0.190635279625872,2,0,0.107485622836899,3.56423417924533,0.128440407569278,3.56571498538268,0.0173152115257581,4.55948863853884,0.0368388347462354,6.11834670278631,0.172009261757018,4.64931815446894e-07,6.83473687816187,2.68472533808549e-07,0.0851482828090508,-126.521080017,52.4245605469,n.a.
"758",1335,best_bic,1.00806475260376,-0.177755294503697,-0.177755294503697,0.153471399660425,2,0,0.190104691325788,4.17142694167578,0.199662420300818,3.6133320650018,0.0384684400590115,2.66015243352366,0.0530722521550771,3.75759505351214,0.164901119325494,0.148044822858298,0.093122727511192,0.0162228145433946,5.5962726109517,-126.521080017,52.4245605469,n.a.
"759",1335,best_rmse,0.988316359185717,-0.128289658822504,-0.128289658822504,0.18512969350995,2,0,0.0873175490279009,1.7622061081076,0.0970324456284869,3.64984821552906,0.00469137598586412,5.92308139770965,0.00647459502798104,3.34534604326766,0.175934830892777,3.44646534443033e-06,4.68270447951847,2.69664726950415e-06,0.0978149913027682,-126.521080017,52.4245605469,n.a.
"760",1337,best_aic,1.13375294858774,-0.0798703121047199,-0.0798703121047199,0.146508098623681,2,0,0.194439834137005,3.52419444572755,0.388424662411691,2.63872147323153,0.0108346079054714,2.20865766033934,0.0217322823429852,3.1925212903092,0.17342619454073,0.0313267047997923,5.71798035748238,0.00977471895396317,0.100116608915898,-128.690002441,54.136390686,n.a.
"761",1337,best_bic,1.13985187532119,-0.0857604128872766,-0.0857604128872766,0.136730877130244,2,0,0.291828579930446,3.51996535604278,0.680725134116726,2.63762664093703,0.00646997954389914,1.81130015694897,0.0148474713358684,2.85439319964441,0.16123236855065,0.119679104183388,6.1391746154789,0.0722371926606401,0.143316874416314,-128.690002441,54.136390686,n.a.
"762",1337,best_rmse,1.13354336801652,-0.0689958593552474,-0.0689958593552474,0.155501119353425,2,0,0.115878962888935,3.37645742327473,0.172752371389104,2.78771821277246,0.0156549330408667,2.40166876320024,0.0305559843536343,3.16097331137277,0.167979340931717,0.0328386139672024,5.15810769610344,0.0133500602128858,0.117432886963012,-128.690002441,54.136390686,n.a.
"763",1339,best_aic,1.03979607163648,-0.432336079415397,-0.432336079415397,-0.205553422192115,2,0,0.147928753890768,6.65277176362729,0.201669338517316,7.15147708233019,0.0189109335531215,4.60873713619046,0.0224747786169992,9.18057800086222,-0.200034760636835,0.0363684423008224,10.5453370117934,0.00462228953398282,0.107595120232433,-123.035621643,50.0799102783,n.a.
"764",1339,best_bic,1.02463522476022,-0.395557529132544,-0.395557529132544,-0.189717384904198,2,0,0.126328020050417,6.73634981938476,0.240649978598954,6.67491226168111,0.0104743994088143,4.11946027300494,0.0156641408352166,6.69086580993351,-0.18462246576906,1.20793730835549e-06,16.0044005239314,1.12270355610392e-06,0.108829736795521,-123.035621643,50.0799102783,n.a.
"765",1339,best_rmse,1.0315409838424,-0.431684814671977,-0.431684814671977,-0.193747839630873,2,0,0.199032478727901,4.64116246378259,0.295681955649384,5.16856242674971,0.01712181948502,5.37735838406638,0.0270583329004145,6.36453579031152,-0.185331910271859,0.0253473533010172,6.8041942509521,0.0135638909313001,0.0582493387376323,-123.035621643,50.0799102783,n.a.
"766",134,best_aic,1.95332635129798,0.357011603411917,0.357011603411917,0.349451680225784,2,0,0.307579724957273,3.25717966696952,0.408246054152938,3.33096754809563,0.0264793967515899,2.98128108203614,0.0321856299442373,3.79638313133755,0.32802292202881,0.916595749048219,0.411689824315825,0.0479148036811223,8.54031361502871,-116.271843,53.59835052,n.a.
"767",134,best_bic,1.88336679941749,0.359733118960062,0.359733118960062,0.379571226605938,2,0,0.323046357005856,2.53797240189356,0.421099761738503,3.1338565296687,0.0139480032694393,4.16235036477368,0.0223897436221504,5.31740773462864,0.393681672135369,0.616463879970982,0.094975270114446,0.0167602306959316,4.32044678306821,-116.271843,53.59835052,n.a.
"768",134,best_rmse,1.9643879717477,0.35392515424747,0.35392515424747,0.350265532166832,2,0,0.44307138058446,3.19271448565174,0.479028922451283,3.11395120650565,0.0107061886895719,3.42081460492234,0.0160604416151952,4.07565124796785,0.303070680785061,0.973426861001778,0.122586136357585,6.83851360182067e-05,8.10099746635646,-116.271843,53.59835052,n.a.
"769",1340,best_aic,0.792160492185053,0.00850664157894815,0.00850664157894815,0.384369821069449,2,0,0.0836641671433687,4.63256653907853,0.105869252073621,4.04611728203095,0.0217136162472635,3.29455832874291,0.0324603743108438,4.39236072328528,0.390646436368275,0.00881836714801707,7.36454625636649,0.00451242244493136,0.0753595023808561,-123.102096558,49.7259483337,n.a.
"770",1340,best_bic,0.755144838239514,0.108651733922763,0.108651733922763,0.410454637562187,2,0,0.0824740946224706,6.35547297275014,0.121980072923145,4.65417604732422,0.01267764977578,2.80238722060615,0.0163430099555173,4.51958145382111,0.39690872551523,0.352417100945467,6.42833130378063,0.0431263652453122,0.121951785167182,-123.102096558,49.7259483337,n.a.
"771",1340,best_rmse,0.754572667046091,0.124570451528717,0.124570451528717,0.407215594060107,2,0,0.0460267050985259,6.28382565464505,0.063379450928655,4.62794562173103,0.00747371364748252,2.92582913403276,0.00956349937891939,5.22682808999377,0.41799567105296,0.0324026968165693,9.09655866713695,0.0114503354899093,0.0497982129437557,-123.102096558,49.7259483337,n.a.
"772",1341,best_aic,1.01610692548264,0.257070120517885,0.257070120517885,0.444575171277945,2,0,0.0898127240652518,4.93722197423734,0.0866380613776409,2.04407012399199,0.0198164347085205,0.657890349604456,0.0277163226927254,1.71930741480374,0.440998208182154,0.0742738073691394,5.96760682386263,0.0016922032339412,0.101913556062652,-123.004043579,49.5203018188,n.a.
"773",1341,best_bic,1.02337758907027,0.26975109149607,0.26975109149607,0.446988568118934,2,0,0.115761712732603,3.92766550807142,0.0838529671145751,2.68856064851615,0.0196065405772447,1.10292931810923,0.0318010380929759,2.18427232958687,0.443888507845225,0.148090228671289,1.63592038845625,0.00602666294923646,0.106624786580613,-123.004043579,49.5203018188,n.a.
"774",1341,best_rmse,1.01936389476604,0.253683764631806,0.253683764631806,0.440379102489648,2,0,0.104545011006406,4.448873545993,0.0834209215962315,2.30056789056436,0.0195099377295018,1.16800691893195,0.02871753928219,2.44912283714115,0.435294313411234,0.06562739055946,4.45188293951857,0.0129466822914675,0.11319001582994,-123.004043579,49.5203018188,n.a.
"775",1342,best_aic,1.10461171047182,0.332547417587859,0.332547417587859,0.515303602860939,1,0.476095228569523,0.0322045336142925,2.33128784348223,0.0552333378374798,1.88616325217657,0.00891519170977339,1.23197785541587,0.0165306284939756,1.46710222740867,0.508208073621702,0.00063177802734789,0.778126045361028,0.00063177802734789,0.778126045361028,-122.969116211,49.4971694946,n.a.
"776",1342,best_bic,1.09821567658095,0.339923923409167,0.339923923409167,0.513996723324296,1,0.408248290463863,0.0129711060938027,3.09100501582695,0.0268941125696473,2.7373363551553,0.00492945112711256,1.90374167967858,0.00814120212550228,2.31195094316581,0.514454513251127,8.6569599247138e-07,2.40966447382673,8.6569599247138e-07,2.40966447382673,-122.969116211,49.4971694946,n.a.
"777",1342,best_rmse,1.10358510900148,0.359725863264819,0.359725863264819,0.512149885792254,1,0.476095228569523,0.0346948338017671,2.56493386047539,0.0610245144891719,2.24376400427971,0.0112539269093158,1.5922614390914,0.0181557218702781,1.63763928041,0.508800840292786,0,2.77011954381277,0,2.77011954381277,-122.969116211,49.4971694946,n.a.
"778",1343,best_aic,1.10176595575134,-0.122667850014526,-0.122667850014526,0.128672185720293,2,0,0.391201489144975,2.5865789153034,0.37290784169985,2.90141304864477,0.0237598616741474,4.11136084092106,0.0593438854956776,3.80489598322781,0.171044567208867,0.143268130820345,5.35643733021601,0.128911731791558,0.103782717243735,-123.420417786,49.7871894836,n.a.
"779",1343,best_bic,1.10852800078606,-0.109374754767215,-0.109374754767215,0.142648598700994,2,0,0.312122721589656,2.50347073762421,0.35006590950075,2.89084481010672,0.0131921418999604,4.02891059383594,0.0282300080401303,3.80715233436579,0.184619417816472,0.000949478203548117,0.098040718100921,2.20582968311115e-05,5.08244962510901,-123.420417786,49.7871894836,n.a.
"780",1343,best_rmse,1.10409242538528,-0.121663338987493,-0.121663338987493,0.114184639559098,2,0,0.36180933383367,2.67513793862739,0.383604580976219,3.00427545508172,0.00659409928770844,4.36988005837627,0.0114132537808063,4.05488480911807,0.125977929383898,0.0399266128657085,0.0886910139295244,0.0334302837817479,5.22113869793799,-123.420417786,49.7871894836,n.a.
"781",1344,best_aic,0.995214555641896,0.701986515049401,0.701986515049401,0.754781325209486,2,0,0.0855612145375115,2.26619370288924,0.0905617852730789,3.28933708408348,0.0141392821790894,6.62088015133305,0.0294134993660568,5.58021803093766,0.764989184382442,0.351117927737569,3.64031069755829,2.28677112734881e-06,0.0804755930199786,-123.670806885,48.7278289795,n.a.
"782",1344,best_bic,1.01183562298062,0.700205390973584,0.700205390973584,0.745597928188523,2,0,0.0605228305994354,2.77758965665226,0.0523557329803874,3.55039382062539,0.0144438770265842,5.01833212352578,0.0258449296463303,5.22607581895979,0.734988224235147,0.0204108176009541,0.0987909285675777,0.00163248483828701,9.25669888902822,-123.670806885,48.7278289795,n.a.
"783",1344,best_rmse,0.996877142673478,0.701054759296956,0.701054759296956,0.749535182559469,2,0,0.0817178609513676,2.47714260812559,0.0985638305692619,3.85209494596691,0.0208571988898784,6.59982723398274,0.040557260990517,5.98430666585503,0.753564325108868,0.0393849172761903,6.23037450087852,0.0173941914981949,0.0830593032763445,-123.670806885,48.7278289795,n.a.
"784",1345,best_aic,1.15792538766028,0.630787580591871,0.630787580591871,0.700584720102726,2,0,0.115524976673424,3.14258362326851,0.0764064435187001,2.63505051932578,0.0134834448158017,1.39686071050264,0.024977384001826,2.33643534930447,0.700754856789426,0.110873792043806,0.101539337465476,1.00282131303608e-13,6.57048609475062,-123.725471497,48.7892189026,n.a.
"785",1345,best_bic,1.14462784870486,0.628041600737954,0.628041600737954,0.71034755622726,2,0,0.106509065582192,2.61340235438166,0.0899879760755877,2.1881227626054,0.0120175666181423,2.5432233953596,0.0226749720172156,4.09685221927953,0.714385900065237,0.181248545927289,2.43809296832836,6.78103408089088e-07,0.0935808660266725,-123.725471497,48.7892189026,n.a.
"786",1345,best_rmse,1.15223458798104,0.632053715977527,0.632053715977527,0.700367989177441,2,0,0.105646736564075,3.16218436733402,0.0680856486698093,2.31924116697025,0.012970918716279,1.55808677431691,0.0309183617052801,2.529367377583,0.711231971580094,0.194153288188214,2.35412798180979,0,0.0952294517043058,-123.725471497,48.7892189026,n.a.
"787",1347,best_aic,1.08305111105687,0.533297096677742,0.533297096677742,0.677755845013308,1,0,0.0035470629826298,0.58356172278465,0.00827173775021036,0.126266107420221,0.0035470629826298,0.58356172278465,0.00827173775021036,0.126266107420221,0.681326962733986,9.99849862565904e-06,0.411847338553359,9.99849862565904e-06,0.411847338553359,-124.226051331,48.719379425,n.a.
"788",1347,best_bic,1.12009428616337,0.568499828913887,0.568499828913887,0.68937755160103,1,0,0.00284408548894946,0.643306136356695,0.00580228433529954,0.0965371506739362,0.00284408548894946,0.643306136356695,0.00580228433529954,0.0965371506739362,0.67470565274503,0.00284984992054442,0.725716843235639,0.00284984992054442,0.725716843235639,-124.226051331,48.719379425,n.a.
"789",1347,best_rmse,1.10248083538225,0.572335833959799,0.572335833959799,0.683582037799382,1,0,0.00871905727332642,0.60673007031327,0.010194235081509,0.12425653823722,0.00871905727332642,0.60673007031327,0.010194235081509,0.12425653823722,0.674076129813101,0.00217065691425453,0.740049380780928,0.00217065691425453,0.740049380780928,-124.226051331,48.719379425,n.a.
"790",1349,best_aic,0.916993779476126,0.736310116767354,0.736310116767354,0.768081698862605,2,0,0.0211307468967228,4.60698597500504,0.0199897498295136,4.91944353299645,0.00456933887436396,4.40187141946079,0.00990369924875186,4.8059970759248,0.768928228270318,0.0509961856162361,12.9115897094706,0.039545211363187,0.0981470790240744,-124.969436646,48.8925018311,n.a.
"791",1349,best_bic,0.920014323573415,0.737422474418889,0.737422474418889,0.771095075123583,2,0,0.0287258562441749,3.35332394637619,0.0407611232210241,4.616318933049,0.00359126260491716,5.63149648098282,0.00893698886390711,5.04366694247526,0.768405333896407,0.000515648349332295,11.7950824142161,0.000141305044094369,0.110971578175253,-124.969436646,48.8925018311,n.a.
"792",1349,best_rmse,0.919329803777047,0.7355544513034,0.7355544513034,0.769109870819063,2,0,0.0535139090136533,5.82231966453084,0.085107023054833,4.60090613329234,0.00494316867633193,2.08503147696265,0.00792695136978837,3.79388749506896,0.765975345500412,0.000914604153548034,11.4337179824498,0,0.111731207880171,-124.969436646,48.8925018311,n.a.
"793",135,best_aic,2.68954957082025,-0.127032365702205,-0.127032365702205,-0.590242394072877,1,0.489897948556636,0.399509430310963,1.03938997405196,0.491816499099852,1.48135787861043,0.22701686455409,1.56835920913646,0.0769036186867023,2.27277895497151,-0.600910911744903,0.239989202605631,0.560093561728145,0.239989202605631,0.560093561728145,-109.2958298,53.24417114,n.a.
"794",135,best_bic,2.68727324186128,-0.123140054550168,-0.123140054550168,-0.608334458541871,1,0.374165738677394,0.371218919411243,0.815065215631801,0.334586926196594,1.46703680188799,0.245195236711565,1.1012492362058,0.0651613767787406,1.48821888793437,-0.654013381055937,0.248042958651159,0.58624585242598,0.248042958651159,0.58624585242598,-109.2958298,53.24417114,n.a.
"795",135,best_rmse,2.65726250044829,-0.12599354296242,-0.12599354296242,-0.61147735234173,1,0.458257569495584,0.350815905964372,1.10878731290865,0.260892707397399,1.46888091951999,0.24306401468399,1.12048782980858,0.143067359973672,1.69547092217603,-0.609233479838429,0.260391961894504,4.77737767880308,0.129260311516401,0.0680838574483123,-109.2958298,53.24417114,n.a.
"796",1350,best_aic,1.48939329065595,0.451400144497003,0.451400144497003,0.4633844925585,2,0.506622805119022,0.0313388396814124,2.43357468854353,0.0399072890284685,2.82347516103495,0.0206491368353375,0.881665646898968,0.0348134574323735,2.15380177544504,0.462025484566498,0.0668893196109179,0.122712097755037,0.0351341756791553,8.57594375785004,-124.841667175,49.5175018311,n.a.
"797",1350,best_bic,1.47869084559044,0.451682983931607,0.451682983931607,0.459538223930375,1,0.458257569495584,0.0174774211549434,1.98456649322647,0.0213840226229355,2.70690696380725,0.0155784428536675,0.37775627106789,0.0215323937864542,0.224245144654964,0.465010035882646,0.0171661586653539,2.73455620541732,0.00918874266295612,0.0742112820812142,-124.841667175,49.5175018311,n.a.
"798",1350,best_rmse,1.48237008904577,0.45511440062007,0.45511440062007,0.455103274339593,1,0.509901951359279,0.0221823432493367,2.29486483719507,0.0334527834107478,3.2384305466025,0.00908126174332482,1.51286980354765,0.0137984398298725,2.88664917103287,0.460545443479608,0.00706294176681779,0.112143273804026,0.000105310945947704,8.59713799758577,-124.841667175,49.5175018311,n.a.
"799",1351,best_aic,1.32775057287444,0.334941114591001,0.334941114591001,0.468430880660994,2,0,0.0208809685109481,4.28554302523713,0.0434763488346241,3.02736465906805,0.00318408939472687,1.7938138215628,0.00488567802004109,2.80618001892035,0.47453446013022,0.000261162516225321,5.84168613742452,0.000128574750686661,0.0859274600990403,-125.069252014,49.6928291321,n.a.
"800",1351,best_bic,1.32991336528558,0.340168975372125,0.340168975372125,0.458864962852446,2,0,0.0238994051943437,3.52090006681922,0.030462212632414,2.67125863889913,0.00864194912929032,2.25437585392878,0.0148530859587728,3.10201803555385,0.451382601881974,0.01202280614828,0.09198016689691,0.00491995314057068,5.15287873690502,-125.069252014,49.6928291321,n.a.
"801",1351,best_rmse,1.33164430441696,0.348143669615175,0.348143669615175,0.448143712947845,2,0,0.0169341445803646,5.24426986916867,0.0352926604676095,3.00431090377568,0.00389396655386046,1.28334094122055,0.0066754555411804,2.4507754301164,0.443824759134451,0.0116406864012702,5.38366784371073,0.00572270772782756,0.0869039266183705,-125.069252014,49.6928291321,n.a.
"802",1352,best_aic,0.971515466811879,0.644599023561965,0.644599023561965,0.698778421212377,2,0,0.330614783241654,4.4338454580664,0.2012880896211,3.37075497569326,0.0734133046760627,1.53095611294876,0.0778253100717639,2.5350485179688,0.706628506210194,0.828880269122516,0.0284733125966711,0.205852747370415,6.26059210264162,-123.969032288,49.1773910522,n.a.
"803",1352,best_bic,0.96629413650832,0.650235058822266,0.650235058822266,0.685247294378344,2,0,0.250360151421151,3.55443092336444,0.155065198290786,3.40016822309606,0.082856051785775,2.21256819577519,0.0793438462700789,2.86744677885489,0.680756009388797,0.145796272777046,6.2161554050311,0.101388739131481,0.0526797523828095,-123.969032288,49.1773910522,n.a.
"804",1352,best_rmse,0.984023459248312,0.635362994673058,0.635362994673058,0.686154744636391,2,0,0.349451531391116,3.22838280600108,0.2114163904486,2.83615247843918,0.0938146972063943,2.73575427482587,0.097933734275329,3.43183853502576,0.690892255443259,0.42418968555208,4.25432668992876,0.0536800152862218,0.11704570348715,-123.969032288,49.1773910522,n.a.
"805",1353,best_aic,1.1252503139579,0.667317010060152,0.667317010060152,0.715896922520905,2,0,0.079317689426971,5.41308414439122,0.0732932798108218,4.12927555253507,0.017701998407347,2.30072483592566,0.0310056684356167,4.15945587916278,0.712805369393489,0.000209950791474008,10.5471458128865,0.00019684593906598,0.112201168714041,-124.997779846,48.915561676,n.a.
"806",1353,best_bic,1.13221843776958,0.666648641484741,0.666648641484741,0.710780345068869,2,0,0.0980074457957883,3.99965642550032,0.109805644618701,4.09616758879679,0.0281759022508779,2.92965295858122,0.0500425192811694,4.00488296858742,0.712686000690495,0.0155128425951768,0.0546360609077069,0.00011722451027584,4.55645417549009,-124.997779846,48.915561676,n.a.
"807",1353,best_rmse,1.11328654591872,0.670852869759778,0.670852869759778,0.72084830854574,2,0,0.109723170251383,4.37876034369272,0.0820043863895661,2.54556228967359,0.0283367536051142,1.55477150686964,0.0402723875248687,3.05648599266323,0.722148281517737,5.02848423128362e-05,3.94508646136328,2.89864228654411e-05,0.0861315243403673,-124.997779846,48.915561676,n.a.
"808",1354,best_aic,1.02519275530282,0.238700763880647,0.238700763880647,0.407708208134288,2,0,0.103647276977716,3.5242147218034,0.219548519311341,2.91688866685887,0.0056836603538081,2.86309741571711,0.0143900635701022,3.64256283766968,0.407967899010863,3.40817144853065e-05,6.41047275551197,1.9447167102918e-05,0.0950572498747125,-125.214027405,49.5787811279,n.a.
"809",1354,best_bic,1.03485684576834,0.234665799161782,0.234665799161782,0.406797119873395,2,0,0.046400561212937,3.60614052700577,0.0925124891657555,2.5811565130472,0.0027746310393041,2.41784045049226,0.00631386740838421,3.71978167514927,0.388685947700272,0.00105964646003636,0.0921130950040014,1.14415076418612e-05,6.1270449035459,-125.214027405,49.5787811279,n.a.
"810",1354,best_rmse,1.0098149196187,0.234370584319418,0.234370584319418,0.431872936042981,2,0,0.037442286883787,4.21388299937646,0.0739915232785722,3.28902884394893,0.00680679864355398,1.92697827779297,0.0201409218104398,2.76536646591507,0.408364749840795,0.329765019918853,5.04197416971997,0.040766753449313,0.0917058582287165,-125.214027405,49.5787811279,n.a.
"811",1355,best_aic,1.28476834677125,0.6090179140543,0.6090179140543,0.603427653180415,2,0,0.0480431030473195,5.66852434985857,0.0582579159622992,3.20597500801986,0.00622556102004351,1.70415350062965,0.00977915553512547,3.90400119139004,0.600704049967009,0.0467373948852696,6.12688317613537,0.0115894312660248,0.103176508109516,-125.085716248,49.736579895,n.a.
"812",1355,best_bic,1.25118174059518,0.619862988806926,0.619862988806926,0.628932599621706,2,0,0.0607612625555592,5.71379112413469,0.0762254349100727,2.96455603091444,0.0133388619382318,1.65047003643125,0.0141969696233467,3.9444831791754,0.612639582248953,0.0435119456733858,6.45232043538579,0.0367268220756277,0.095817355778917,-125.085716248,49.736579895,n.a.
"813",1355,best_rmse,1.28379713627474,0.611957371758279,0.611957371758279,0.609268148937776,2,0,0.0599229624422664,5.75150287962438,0.0795701837105129,4.04582280988419,0.00856674946116516,2.20005794497158,0.0306547092345447,4.26113068074123,0.589679024141547,0.000945817305650381,0.0983342338941092,7.44696667611383e-06,13.3950516453083,-125.085716248,49.736579895,n.a.
"814",1356,best_aic,1.39812072362909,0.485762501397839,0.485762501397839,0.447785603164928,2,0.374165738677394,0.354048129480642,4.68648597568317,1.55989498413614,2.94237385670032,0.00749243671665862,1.69354672332157,0.0212739263975454,3.12079715785585,0.437910080558125,0.0437378740727501,8.64844568238725,0.00927985504778087,0.0856724627839872,-125.583328247,49.250831604,n.a.
"815",1356,best_bic,1.42044446725702,0.478390054454413,0.478390054454413,0.441118158610705,2,0.408248290463863,0.339731542797943,4.40821250499285,1.53928949950008,3.15660417803796,0.00827514578574028,2.45894058166314,0.027561620215168,2.76891201438929,0.443393991431646,0.0234119517942372,0.121179721412343,6.24847678581963e-07,3.00383696836317,-125.583328247,49.250831604,n.a.
"817",1357,best_aic,0.783543866400983,0.536524878117192,0.536524878117192,0.650691825041947,2,0,0.226390422875894,4.50586801495729,0.144335012772039,1.23313047645896,0.0264216519336407,0.293038847806254,0.0468105442904827,0.974739760466898,0.65118679738857,0.488036620535294,5.78011192965751,0.0991419880215376,0.128409698955825,-126.098609924,49.7084312439,n.a.
"818",1357,best_bic,0.784608918044122,0.527380119960731,0.527380119960731,0.656744930562803,2,0,0.278892932604033,4.97921189772772,0.132923144592442,0.990644583045927,0.0201582187284273,0.0989363049044788,0.0381629870843673,0.0264293264846693,0.657908317680992,0.397243080597124,4.68327915357461,0.013786965025529,0.0867018387736511,-126.098609924,49.7084312439,n.a.
"819",1357,best_rmse,0.777133124530698,0.527588583541551,0.527588583541551,0.65328440610274,2,0,0.25212226423038,4.59144503513682,0.130458556488731,1.13279019343826,0.0207046474674419,0.318642154494578,0.0370361552850332,1.07049469673455,0.650953449594323,0.332366310380129,4.8473403202328,0.0301298644997931,0.0919087132300172,-126.098609924,49.7084312439,n.a.
"820",1359,best_aic,1.07671781345825,0.441466455486408,0.441466455486408,0.548388717594139,2,0,0.0551378810543741,3.34697401013653,0.0605483015515048,2.5538357692045,0.0147830895301437,1.9489479327709,0.0370044654991373,2.66981955785379,0.556754801487386,0.103120223640413,0.0912081371796917,6.82060384083953e-05,5.23406554594433,-125.678222656,50.0904197693,n.a.
"821",1359,best_bic,1.10596450567845,0.439053888230712,0.439053888230712,0.497370811215085,2,0,0.0647405612001373,3.62655982213597,0.0920482994206446,2.55304871439826,0.0184830194064984,1.80721715121612,0.0309753163639148,2.60817553391958,0.478954358332182,1.57591994094744e-06,4.93392140062037,8.991069531081e-07,0.0884664507380234,-125.678222656,50.0904197693,n.a.
"822",1359,best_rmse,1.07653575920215,0.460491107451702,0.460491107451702,0.538363212522007,2,0,0.0539975826702249,3.45352689694026,0.0668701138655405,2.66150877903458,0.0127798306270215,1.99124319680428,0.024293681962175,2.60486856315636,0.558709322591896,0.246412125921683,0.101544314607248,0.0101812831153197,7.69498216369445,-125.678222656,50.0904197693,n.a.
"823",1361,best_aic,0.897315980477545,0.527941159122872,0.527941159122872,0.688327165922345,1,0.509901951359279,0.0208944311055457,3.41650312318658,0.0452031727328309,4.30736627020431,0.0071552981990886,1.60921107792348,0.0204091451854479,2.13885862509322,0.702167403054863,7.03148976485373e-07,0.978778688850636,7.03148976485373e-07,0.978778688850636,-126.843399048,50.0124893188,n.a.
"824",1361,best_bic,0.88907603436558,0.536268269509162,0.536268269509162,0.695190951069906,2,0.509901951359279,0.018695828630071,2.36388579578757,0.0483190389743206,2.71474610567786,0.0044370137660017,2.37144615288652,0.0177873806302367,3.19316981894643,0.706431078723692,0,0.944438418997595,0,0.944438418997595,-126.843399048,50.0124893188,n.a.
"825",1361,best_rmse,0.889659959651095,0.528869082797601,0.528869082797601,0.692260629460582,1,0.509901951359279,0.0212616030506929,2.81306363597804,0.0424081844846275,3.18107208834464,0.00200720900784416,2.36647272993771,0.00503178148069423,3.13302736685349,0.698629104256345,0.00021386527400801,7.51167732990798,0.00010718514624629,0.0894350943496887,-126.843399048,50.0124893188,n.a.
"826",1362,best_aic,1.11679735500041,0.571099659109513,0.571099659109513,0.607996088410343,2,0.489897948556636,0.0240528136640654,3.66620645677172,0.0450115982714159,2.65031014527665,0.00321026394301795,2.11884385533763,0.0102423102242437,2.30590289889598,0.596837564348617,0.123132019386755,0.0914810383403693,0.00088459333262595,7.10281635057497,-126.82006073,50.1356887817,n.a.
"827",1362,best_bic,1.15736972640349,0.556777144300439,0.556777144300439,0.590150714155566,2,0.276887462097269,0.0648553071717632,4.16557243465555,0.122632479964521,3.00939979861005,0.0133411340581613,1.65517679989912,0.0487756500399877,2.29538767681438,0.578526896829576,6.74679739934502e-05,6.52132561990665,3.46534165150756e-05,0.104094507056721,-126.82006073,50.1356887817,n.a.
