"","IRF_x1"
"1",0.00048823155370406
"2",0.00350545108723026
"3",0.00707229706103464
"4",0.0089219869615212
"5",0.00987823948370492
"6",0.0101347044959511
"7",0.010204270472302
"8",0.0100468026490644
"9",0.00989921978402246
"10",0.00939918508173268
"11",0.0090185662749073
"12",0.00900099586909353
"13",0.00869258910408403
"14",0.00854651903740978
"15",0.0085936033413239
"16",0.0083828934973339
"17",0.00794591053404852
"18",0.0073603011570055
"19",0.0068821766222122
"20",0.00635659144714015
"21",0.00600256155936227
"22",0.00552002292163128
"23",0.00528149571224542
"24",0.0050004188346392
"25",0.00488916950640407
"26",0.00460473748279043
"27",0.00445753815904555
"28",0.00427578232032862
"29",0.00401690020598267
"30",0.0038330859286282
"31",0.00353202077955964
"32",0.00354472194945851
"33",0.00341210664865776
"34",0.00350623109654875
"35",0.00340223826744787
"36",0.003469301863794
"37",0.00334364464555738
"38",0.00307636292426662
"39",0.00291199716562657
"40",0.00278643946684771
"41",0.00271201892325445
"42",0.00267428725730754
"43",0.00254001034449949
"44",0.00237047450598939
"45",0.00219016858350694
"46",0.00206463099455613
"47",0.0019149946171025
"48",0.00185174668094863
"49",0.00176178942222046
"50",0.00179832137745506
"51",0.00178343300704675
"52",0.0018761743945331
"53",0.00188147637350324
"54",0.00181378323013248
"55",0.00167593068135174
"56",0.00152431973117859
"57",0.00145656405701892
"58",0.00142884073687351
"59",0.00158494766619834
"60",0.00184132357324497
"61",0.00202251858624393
"62",0.00217475028766527
"63",0.00234699531687659
"64",0.00229493733062417
"65",0.00221441528685057
"66",0.002090038073268
"67",0.00197761140265041
"68",0.00179782451776974
"69",0.00155564045137441
"70",0.00142849430703055
"71",0.00143204663038445
"72",0.00127169424736472
"73",0.00107438959841896
"74",0.001065558461397
"75",0.00109698744110149
"76",0.0012888310459789
"77",0.00126714868423738
"78",0.0012855754682072
"79",0.00130707680547411
"80",0.0012670101420452
"81",0.00126045152237698
"82",0.00126458970427418
"83",0.00129945564203442
"84",0.00110163314132203
"85",0.0010287002954494
"86",0.000879087828074061
"87",0.000839099513592393
"88",0.000735140140221834
"89",0.000702055758186909
"90",0.000543193195472336
"91",0.000359747902671385
"92",0.00023829885310695
"93",0.000137690066849234
"94",0.000135392045874314
"95",0.000161240414762963
"96",9.18611045910078e-05
"97",0.000230480698394084
"98",0.000111327514767899
"99",5.58924397339912e-06
