"","IRF_x1"
"1",0.016194018800388
"2",0.0468463158373566
"3",0.0344013631790885
"4",0.0266695983523433
"5",0.023710263315477
"6",0.0209661931069871
"7",0.0173902883644172
"8",0.0154831077660917
"9",0.0145775974703805
"10",0.0134706045063329
"11",0.0113906342220102
"12",0.00896334207259471
"13",0.00827257568153501
"14",0.0077563849422987
"15",0.00710615340243702
"16",0.00740339883281836
"17",0.00667839076447651
"18",0.00543384097244013
"19",0.00593423874657909
"20",0.00564463637939713
"21",0.00637813781913161
"22",0.00460918050761272
"23",0.00473578332934602
"24",0.00463881863875606
"25",0.0044214449597945
"26",0.00358889610650456
"27",0.00227774909285175
"28",0.0012701569507228
"29",0.00052903784516722
"30",0.000526979316975073
"31",0.000537510504236914
"32",0.000358687999379865
