"","IRF_x1"
"1",0.0103340170436074
"2",0.0355809388353272
"3",0.0457212859957201
"4",0.048514971582312
"5",0.0448636864523228
"6",0.0400545154413371
"7",0.0343499079073597
"8",0.0287859271272329
"9",0.0235611880139558
"10",0.0182877965983615
"11",0.01472057451898
"12",0.0118058404562403
"13",0.0100462924764298
"14",0.00829453320324177
"15",0.00633559898264188
"16",0.00405327825752355
"17",0.00321149508625631
"18",0.00284540363730181
"19",0.00178720154207082
"20",0.000771657578594783
"21",0.000285629967415823
