Year,Month,Day,Forcing_Precipitation_mm/d,HBV_Snowfall_mm/d,HBV_Rainfall_mm/d,HBV_Snowmelt_mm/d,Observed_Streamflow_mm/d
1979,1,1,0.0289289746433497,0.0289289746433497,0,0,
1979,1,2,0.290178716182709,0.159669480414594,0,0,
1979,1,3,0.185105890035629,0.23825921079151,0,0,
1979,1,4,0.0140785491093993,0.101014554609716,0,0,
1979,1,5,0.0634865239262581,0.0374295007153433,0,0,
1979,1,6,0.183924719691277,0.122933739069539,0,0,
1979,1,7,0.0169328134506941,0.0988084441233354,0,0,
1979,1,8,0.579358637332916,0.300069069723087,0,0,
1979,1,9,0.426877439022064,0.506404015028035,0,0,
1979,1,10,0.69996052980423,0.56511731441938,0,0,
1979,1,11,0.290838569402695,0.492940064808939,0,0,
1979,1,12,0.196285545825958,0.249712185960731,0,0,
1979,1,13,0.0383500419557095,0.115000643006404,0,0,
1979,1,14,1.07798302906303e-06,0.0267949083964778,0,0,
1979,1,15,1.14287745952606,0.56967887379696,0,0,
1979,1,16,0.543843030929565,0.849642543088484,0,0,
1979,1,17,0.00163142522796988,0.261270753788243,0,0,
1979,1,18,0,0.000276394479306497,0,0,
1979,1,19,0,1.19126628286281e-05,0,0,
1979,1,20,0.00787174515426159,0.0043570267587878,0,0,
1979,1,21,1.11993539333344,0.573372810753364,0,0,
1979,1,22,0.0201512183994055,0.568158021882996,0,0,
1979,1,23,0.00194479618221521,0.0139369508282607,0,0,
1979,1,24,0.123594738543034,0.0615338126027689,0,0,
1979,1,25,0.141890376806259,0.128589280778021,0,0,
1979,1,26,0.00419242773205042,0.0849179603846544,0,0,
1979,1,27,0.00127134833019227,0.00345840932533648,0,0,
1979,1,28,0.00209378753788769,0.00183693804711638,0,0,
1979,1,29,0.0716037601232529,0.0298583337913012,0,0,
1979,1,30,0.059400025755167,0.0649074584566494,0,0,
1979,1,31,0.147640362381935,0.116769138021039,0,0,
1979,2,1,0.0718648731708527,0.119098089487984,0,0,
1979,2,2,0.151621580123901,0.0981965449789888,0,0,
1979,2,3,0.334595024585724,0.254362080074182,0,0,
1979,2,4,0.0524167865514755,0.192638830942596,0,0,
1979,2,5,1.38602364063263,0.711944499161477,0,0,
1979,2,6,2.78796744346619,2.09546505480058,0,0,
1979,2,7,8.28125095367432,5.51115673550165,0,0,
1979,2,8,1.05469930171967,4.71805021782739,0,0,
1979,2,9,0.442520558834076,0.714170054331792,0,0,
1979,2,10,6.03978538513184,3.27368611756457,0,0,
1979,2,11,10.0291976928711,8.03731865124425,0,0,
1979,2,12,2.5409574508667,6.34200434078334,0,0,
1979,2,13,0.721303105354309,1.72859700563588,0,0,
1979,2,14,0.96221262216568,0.878985393014808,0,0,
1979,2,15,0.000111720015411265,0.440781520548811,0,0,
1979,2,16,0.374405711889267,0.243363063284207,0,0,
1979,2,17,0.567842066287994,0.509853249118038,0,0,
1979,2,18,0.000176612113136798,0.393756503670978,0,0,
1979,2,19,0.216555327177048,0.136909377167129,0,0,
1979,2,20,1.41861009597778,0.767639455089892,0,0,
1979,2,21,2.52245831489563,1.93190735074134,0,0,
1979,2,22,1.89513969421387,2.09107229397183,0,0,
1979,2,23,0.927052557468414,1.43427965197952,0,0,
1979,2,24,0.0309803877025843,0.43533601481019,0,0,
1979,2,25,5.51013727090322e-05,0.023027963445351,0,0,
1979,2,26,0.0135223595425487,0.00885180704090516,0,0,
1979,2,27,0.166379362344742,0.0425975437507375,0,0,
1979,2,28,3.33025979995728,1.63542234012438,0,0,
1979,3,1,0.00564621156081557,1.70646104077885,0,0,0
1979,3,2,9.39618985285051e-05,0.00160990873418143,0,0,0
1979,3,3,0.00128293875604868,0.000368242461526336,0,0,0
1979,3,4,0.000238949054619297,0.000980397640333308,0,0,0
1979,3,5,0,0.000236534021055945,0,0,0
1979,3,6,0.000202064344193786,1.21200951639366e-05,0.000101032159747874,11.2037516284116,0
1979,3,7,0.59346878528595,0,0.29683993994153,29.499315231521,0
1979,3,8,0.40600910782814,0.126737443469125,0.372944948189395,12.2794735633895,0
1979,3,9,0.197853580117226,0.225588234574971,0.0763447081426453,0.126662964136891,0
1979,3,10,6.52812293111538e-09,0.0982851916878218,-1.11022302462516e-16,0,0
1979,3,11,0.00178724527359009,3.26405569239796e-09,0.000893622389764426,0.197210841882409,0
1979,3,12,0.877626359462738,0,0.43842463953521,0,0
1979,3,13,0.432537615299225,-7.105427357601e-15,0.658743680881561,-7.105427357601e-15,0
1979,3,14,0.00301750376820564,0.00150859458841524,0.216291354863252,7.105427357601e-15,0
1979,3,15,1.80263286893023e-05,0.00150875194189837,9.01316399826158e-06,0.00301680596264475,0
1979,3,16,0.000197832254343666,0,0.000106195595537706,0,0
1979,3,17,0.00954419933259487,0,0.00501402118329963,0,0
1979,3,18,0.00551674654707313,7.105427357601e-15,0.00752949679507475,0,0
1979,3,19,0.0299023855477572,0.0148541927118657,0.00294794236380813,0.0148541927118799,0
1979,3,20,0.0496604256331921,0.0395719182080256,0.000208936394900494,0.0147430902593513,0
1979,3,21,0.0477075763046742,0.0248302061733128,0.0238537945343835,0.0496586573394851,0.0174193550982783
1979,3,22,0.00267990585416555,0,0.0246863085034783,0,0.00487741950538851
1979,3,23,0,0,0.00130510643115089,0,0.00923225795549731
1979,3,24,0.0803909227252007,0,0.0376223044083996,-7.105427357601e-15,0.0175935489996787
1979,3,25,0.090868353843689,0.0454367820049697,0.0401931566544507,7.105427357601e-15,0.0393677412502227
1979,3,26,1.23709452152252,0.663774435070614,0,0,0.0114967741312519
1979,3,27,3.49335932731628,2.36264157004512,0,0,0.00487741950538851
1979,3,28,0.0861460268497467,1.79983919859638,0,0,0.139354840786226
1979,3,29,0,0.0462891045058029,0,0,0.0870967741935484
1979,3,30,0.599184989929199,0.287714287780069,0,7.105427357601e-15,0.052258066592678
1979,3,31,0.674887716770172,0.629961990406663,0,-7.105427357601e-15,0.0296129035372888
1979,4,1,0.434043318033218,0.537226843769624,0,0,0.0236903238681055
1979,4,2,0.387425154447556,0.404581412756585,0,0,0.017767741603236
1979,4,3,1.33608877658844,0.88505408182256,0,0,0.0179419355046365
1979,4,4,0.421072363853455,0.899321047131309,0,0,0.0137612909559281
1979,4,5,0.00121365964878351,0.241537881342687,0,0,0.0107999998234933
1979,4,6,3.59494566917419,1.79959676839186,0,-7.105427357601e-15,0.00940645185689772
1979,4,7,2.23640847206116,1.79747337212859,1.11820390162715,9.84770390701348,0.0114967741312519
1979,4,8,0.00229428103193641,0,1.11822985823062,2.55274257755416,0.0163741929877189
1979,4,9,0.00856736581772566,0,0.00533430732610363,0,0.686322590612596
1979,4,10,1.51646590232849,0,0.768573052688755,0,1.93354845354634
1979,4,11,3.70097374916077,0,2.61983474516075,0,0.973741962063697
1979,4,12,2.15792751312256,0.685037758794138,2.24708412248446,0.685037758794138,0.283935483040348
1979,4,13,0.117716126143932,0.74326404476507,0.424142161277359,0.74326404476507,0.127858069250661
1979,4,14,0.232955396175385,0.0331134946882514,0.148250655605917,0.0331134946882514,0.0898838662332104
1979,4,15,0.349154621362686,0,0.29354457588509,0,0.0505161275786738
1979,4,16,0.0775085240602493,0,0.218028149334241,0,0.0533032248097081
1979,4,17,3.21110486984253,0,1.64105159399606,0,1.46496771535566
1979,4,18,12.1745576858521,0,7.66836959019711,0,2.80451619548182
1979,4,19,0.505660533905029,0,6.28737550346092,0,1.81161283677624
1979,4,20,0.589479923248291,0,0.548461620604272,0,0.756000026579826
1979,4,21,0.105868503451347,0,0.375839361212432,0,0.388451616225704
1979,4,22,0.494192898273468,0,0.306583044072262,0,0.243870963588838
1979,4,23,4.2742075920105,0,2.40982652657926,0,0.172799997175893
1979,4,24,7.53110790252686,0,5.79812823175713,0,0.144058068336979
1979,4,25,1.46510922908783,0,4.54879882564895,0,0.150677421016078
1979,4,26,0.160665810108185,0,0.861681326022477,0,0.152767737450138
1979,4,27,0.129154801368713,0,0.147910833083763,0,0.108870967741935
1979,4,28,0.148815393447876,0,0.135544137074248,0,0.0891871010103533
1979,4,29,0.0179219171404839,0,0.102184741258881,0,0.074903227052381
1979,4,30,0.00137429090682417,0,0.0126458594005285,0,0.0644516137338454
1979,5,1,0,0,0.000796177948451771,0,0.0557419342379416
1979,5,2,2.33654761314392,0,1.03417068613376,0,0.0479032268447261
1979,5,3,1.22047793865204,0,1.87658209859472,0,0.0404129020629391
1979,5,4,3.21984243392944,0,2.09842100561829,0,0.0358838710092729
1979,5,5,3.15188312530518,0,3.18261176027193,0,0.0412838715699411
1979,5,6,10.8711967468262,0,7.11044810051752,0,0.0538258039182232
1979,5,7,2.12054944038391,0,6.35940207318297,0,0.0778645155891295
1979,5,8,0.00713097956031561,0,1.17501608410521,0,0.156425806783861
1979,5,9,0,0,0.00483121871705805,0,0.139877414703369
1979,5,10,0.0896290242671967,0,0.0352536615682908,1.4210854715202e-14,0.0769935486778136
1979,5,11,1.72315859794617,0,0.786317166526118,-1.4210854715202e-14,0.0545225795238249
1979,5,12,0.197471290826797,0,1.07532040391118,0,0.0412838715699411
1979,5,13,0.251179069280624,0,0.223490776382846,0,0.0341419345909549
1979,5,14,0.0157418344169855,0,0.181265224389094,0,0.0301354826458039
1979,5,15,0.212947532534599,0,0.111334958516821,0,0.0256064515921377
1979,5,16,0.350670367479324,0,0.303747135255094,0,0.0215999996469867
1979,5,17,0.0722796395421028,0,0.198702878076517,0,0.0175935489996787
1979,5,18,3.23649883270264,0,1.80105794643634,0,0.0151548382736021
1979,5,19,2.23496961593628,0,2.58962668597684,0,0.0137612909559281
1979,5,20,0.0101670669391751,0,1.06600722617235,0,0.0127161288453687
1979,5,21,0.00447313627228141,0,0.0078420377136581,0,0.0104516126696141
1979,5,22,0.0714617595076561,0,0.0468743514562391,0,0.00905806470301843
1979,5,23,0.143610015511513,0,0.101248346944743,0,0.00801290324138057
1979,5,24,0.475561499595642,0,0.313538236035427,0,0.00714193568114312
1979,5,25,0.00973797682672739,0,0.16670039400573,0,0.00627096747198413
1979,5,26,1.88568776593456e-07,0,0.00316179455307974,0,0.00522580633480703
1979,5,27,0.985766053199768,0,0.675765273424659,0,0.00418064519762993
1979,5,28,0.909867525100708,0,0.949538369441868,0,0.00330967731293171
1979,5,29,0,0,0.604660099406345,0,0.00348387088987135
1979,5,30,3.34732556343079,0,1.64309920881998,0,0.003658064466811
1979,5,31,1.76981246471405,0,2.32968938402615,0,0.00383225804375064
1979,6,1,0.354084581136704,0,1.19829477322754,0,0.00313548373599206
1979,6,2,0.116098143160343,0,0.277865096661245,0,0.00226451617575461
1979,6,3,0,1.4210854715202e-14,0.0610005824589734,0,0.00191612902187532
1979,6,4,0.630087494850159,-1.4210854715202e-14,0.262915760969747,0,0.00156774186799603
1979,6,5,1.42398500442505,0,1.15590611714534,0,0.00139354845328677
1979,6,6,1.0523647069931,0,1.33802131632659,0,0.00121935487634713
1979,6,7,1.18784201145172,0,1.1167385537819,0,0.00121935487634713
1979,6,8,0.0738855078816414,0,0.766574388058629,0,0.00139354845328677
1979,6,9,0.0414821915328503,0,0.0531221666517894,0,0.00156774186799603
1979,6,10,0.0960034504532814,0,0.0668071562763686,0,0.00191612902187532
1979,6,11,0.259194284677506,0,0.118300309332426,0,0.00226451617575461
1979,6,12,0,0,0.177241208309411,0,0.00261290316740351
1979,6,13,0.00184553489089012,0,0.00171426955402865,0,0.00261290316740351
1979,6,14,0,0,0.00149657183251861,0,0.00261290316740351
1979,6,15,0.513798892498016,0,0.215735094641687,0,0.00278709690657354
1979,6,16,2.89136958122253,0,1.56552632275312,0,0.00296129048351319
1979,6,17,0.279971092939377,0,1.74839320527724,0,0.00330967731293171
1979,6,18,0.379494875669479,0,0.313627463980353,0,0.00330967731293171
1979,6,19,2.34678387641907,0,1.27037869987949,0,0.00330967731293171
1979,6,20,0.619362711906433,0,1.58571024002724,0,0.00348387088987135
1979,6,21,0.159443959593773,0,0.483239560513184,0,0.00348387088987135
1979,6,22,0.728914082050324,0,0.443636342821179,0,0.00278709690657354
1979,6,23,0.15421099960804,0,0.390684346336244,0,0.00226451617575461
