Year,Month,Day,Forcing_Precipitation_mm/d,HBV_Snowfall_mm/d,HBV_Rainfall_mm/d,HBV_Snowmelt_mm/d,Observed_Streamflow_mm/d
1979,1,1,4.96834707260132,0,4.96834707260132,9.00519694952984e-08,5.32800006866455
1979,1,2,2.97608208656311,1.48803935751022,2.48417635057016,0,4.76639991760254
1979,1,3,1.44123327732086,2.21531153231223,0,0,3.71519989013672
1979,1,4,1.98637437820435,1.7214884337267,8.88178419700125e-16,0,2.59199993133545
1979,1,5,0.169140979647636,1.07801312437904,-8.88178419700125e-16,1.32348898008484e-23,1.67039995193481
1979,1,6,0.0593859292566776,0.106109792369986,0,-1.32348898008484e-23,1.05120002746582
1979,1,7,1.76847195625305,0.928624421848411,0,0,0.780479993820191
1979,1,8,1.2498881816864,1.51119419277513,0,0,0.565920009613037
1979,1,9,3.55140781402588,2.39957652172513,0,0,0.489600005149841
1979,1,10,2.1686635017395,2.88980486962802,0,0,0.432000017166138
1979,1,11,0.00174120371229947,1.08098267444642,0,0,0.403200001716614
1979,1,12,1.13606786727905,0.539772839480204,0,0,0.387359991073608
1979,1,13,15.0334339141846,8.0948310873903,0,0,0.364319987297058
1979,1,14,4.29088163375855,9.61188571160902,0,0,0.432000017166138
1979,1,15,5.15388345718384,4.67901476200898,0,0,0.381599979400635
1979,1,16,2.18207097053528,3.74802908420079,0,0,0.338399999141693
1979,1,17,5.57410717010498,3.90472785525329,0,0,0.321120007038116
1979,1,18,0.151741087436676,2.96746311507809,0,0,0.303839993476868
1979,1,19,0.0445323623716831,0.0885978466652162,0,0,0.289440007209778
1979,1,20,0.245625957846642,0.131703535381384,0,0,0.273599996566773
1979,1,21,0.574773669242859,0.413127612039965,0,0,0.266400003433228
1979,1,22,0.397621929645538,0.506683902543919,0,0,0.259200010299683
1979,1,23,0.479588717222214,0.433027090385338,0.00545270479602245,0,0.250559992790222
1979,1,24,12.1111764907837,2.3529080007218,3.94247019359129,0,0.244800002574921
1979,1,25,3.63165259361267,2.11857962578551,5.75282510592021,1.19516832499887,0.275039999485016
1979,1,26,0.00210670824162662,7.105427357601e-15,1.85409239772854,2.71745669743815,0.249119989871979
1979,1,27,0.0515581369400024,0,0.0276854303783374,3.5052918963717,0.216000008583069
1979,1,28,1.12172114849091,0,0.572427604683664,2.91131411578163,0.19871999502182
1979,1,29,0.0456714294850826,0.0140189868259668,0.571299961607029,0.925260765094658,0.187199993133545
1979,1,30,0.149063244462013,0.0878117445525106,0.00888768323946465,0,0.178559997081757
1979,1,31,0.77740478515625,0.462855799476394,0,0,0.172799996137619
1979,2,1,0.822996258735657,0.804340922204716,0,1.77635683940025e-15,0.167039995193481
1979,2,2,0,0.500299929763507,0,-1.77635683940025e-15,0.164160000085831
1979,2,3,1.37284100055695,0.553416432519782,0,0,0.158399999141693
1979,2,4,3.39240717887878,2.32261604138611,0,0,0.151199995279312
1979,2,5,0.800423383712769,2.16659957664041,0,0,0.14111999630928
1979,2,6,0,0.359508553970009,0,-1.77635683940025e-15,0.13824000120163
1979,2,7,0.448632627725601,0.227185129890046,3.5527136788005e-15,3.5527136788005e-15,0.135359995365143
1979,2,8,0.690062642097473,0.53194667902455,-3.5527136788005e-15,-1.77635683940025e-15,0.133920003175736
1979,2,9,0.366959720849991,0.573002647473103,0,0,0.132480000257492
1979,2,10,0.155492320656776,0.232551203133539,0,1.77635683940025e-15,0.129600005149841
1979,2,11,0,0.0651342558157353,0,-1.77635683940025e-15,0.128160002231598
1979,2,12,0,0.0107018232115479,0,0,0.123840004205704
1979,2,13,0.223747730255127,0.170374768064264,0,0,0.120959998369217
1979,2,14,1.23581218719482,0.747982309606584,0,0,0.118080003261566
1979,2,15,0.574687421321869,0.984715267618455,0,-1.77635683940025e-15,0.118080003261566
1979,2,16,0,0.329741549989947,0,1.77635683940025e-15,0.116640000343323
