date,temperature_C,precipitation_mmd,pet_mmd,streamflow_mmd
1981-01-01,6.16954946517944,0.135897770524025,0.801658987998962,0.9
1981-01-02,7.66163206100464,0.555426597595215,0.792676746845245,0.89
1981-01-03,8.07197189331055,0.610483705997467,1.00862741470337,0.85
1981-01-04,3.69284963607788,0.00530837848782539,0.62610387802124,0.77
1981-01-05,2.08184742927551,0.0718548595905304,0.36867368221283,0.73
1981-01-06,5.3197660446167,1.48358941078186,0.466821014881134,0.71
1981-01-07,3.29678273200989,0.523150384426117,0.181927487254143,0.68
1981-01-08,6.48081350326538,0.000116427974717226,0.220108896493912,0.68
1981-01-09,5.49201154708862,3.90016317367554,0.246855616569519,0.78
1981-01-10,1.99996709823608,0.0364515446126461,0.538091897964478,0.79
1981-01-11,0.586024045944214,0.0155678642913699,0.335090160369873,0.71
1981-01-12,2.35536074638367,2.43870162963867,0.477004081010819,0.76
1981-01-13,1.70917594432831,1.17312359809876,0.673056185245514,0.78
1981-01-14,6.17500066757202,7.87205076217651,0.488542497158051,3.94
1981-01-15,3.59536910057068,0.985924363136292,0.795063436031342,2.37
1981-01-16,4.19756460189819,6.24510955810547,0.239275932312012,2.63
1981-01-17,5.43111515045166,1.26011264324188,0.91587108373642,1.96
1981-01-18,4.82611513137817,5.52642583847046,0.134439051151276,3.44
1981-01-19,6.31510353088379,3.29000902175903,0.605346739292145,3.52
1981-01-20,5.54622220993042,4.3530330657959,0.429109573364258,3.71
1981-01-21,7.23698949813843,2.06851887702942,0.370760351419449,3.62
1981-01-22,8.93869209289551,0.00251696305349469,0.216525629162788,2.34
1981-01-23,8.0053596496582,0.0101777715608478,0.175735741853714,1.81
1981-01-24,7.48879146575928,0.0721685215830803,0.24000509083271,1.54
1981-01-25,5.64331293106079,0.0572120472788811,0.331564068794251,1.35
1981-01-26,6.25415468215942,0.0113611482083797,0.447731077671051,1.29
1981-01-27,6.24788618087769,0,0.272352695465088,1.2
1981-01-28,6.57774972915649,0.000415701215388253,0.376865476369858,1.12
1981-01-29,5.00999212265015,0,0.240693435072899,1.05
1981-01-30,2.19603180885315,0,0.180621594190598,0.98
1981-01-31,1.71745228767395,0,0.247388362884522,0.93
1981-02-01,3.05801963806152,0.010073596611619,0.377000510692596,0.88
1981-02-02,4.52325916290283,1.2146874666214,0.318087488412857,0.92
1981-02-03,7.45219278335571,6.49759960174561,0.789953172206879,1.68
1981-02-04,4.4149956703186,0.493769615888596,0.803315341472626,1.15
1981-02-05,5.6700611114502,0.339794397354126,0.500127613544464,0.98
1981-02-06,8.77452087402344,0.00705204298719764,0.561775505542755,0.92
1981-02-07,9.60602188110352,0.170012056827545,0.736414611339569,0.87
1981-02-08,9.18670272827148,0.859570622444153,0.760377883911133,0.82
1981-02-09,5.10211849212646,4.47686147689819,0.315287083387375,0.91
1981-02-10,2.53126692771912,0.227594465017319,0.353953987360001,0.93
1981-02-11,1.11569797992706,0.0123297218233347,0.568514764308929,0.87
1981-02-12,2.97368025779724,0.0311157628893852,0.617800712585449,0.83
1981-02-13,1.70143532752991,0,0.897695660591126,0.76
1981-02-14,0.334715008735657,0,0.520409882068634,0.71
1981-02-15,-0.0780200660228729,0.000139319090521894,0.481063991785049,0.69
1981-02-16,1.02258336544037,0,0.487450659275055,0.67
1981-02-17,2.61185383796692,0,0.800704121589661,0.65
1981-02-18,1.21018946170807,0,0.535445809364319,0.63
1981-02-19,0.941136956214905,0.0988928526639938,0.619907677173615,0.61
1981-02-20,1.20646250247955,0,0.720397174358368,0.6
1981-02-21,0.771641910076141,3.4512894153595,0.585273563861847,0.65
1981-02-22,2.24027872085571,7.02272748947144,0.491873174905777,0.97
1981-02-23,2.68501162528992,2.1235339641571,0.472395420074463,0.92
1981-02-24,1.094393491745,0.00239793467335403,0.806614398956299,0.8
1981-02-25,0.0726374834775925,0.054771400988102,0.619434654712677,0.73
1981-02-26,1.09600031375885,0.00491474755108357,0.810782849788666,0.7
1981-02-27,4.03043222427368,5.16661739349365,0.822168529033661,0.82
1981-02-28,6.79286527633667,3.78343772888184,0.971933603286743,1.83
1981-03-01,6.86156272888184,6.12845611572266,0.622477352619171,3.27
1981-03-02,6.34257555007935,5.42775201797485,0.618734896183014,3.74
1981-03-03,4.46538543701172,2.17316031455994,0.710615515708923,2.9
1981-03-04,2.2655303478241,0.000457094982266426,0.628552198410034,1.75
1981-03-05,4.17439889907837,1.16450953483582,0.878085076808929,1.51
1981-03-06,8.49643802642822,5.55157136917114,0.860216915607452,2.26
1981-03-07,10.0279302597046,6.90470218658447,0.319595783948898,2.78
1981-03-08,10.9924755096436,6.58313798904419,0.716713130474091,3.47
1981-03-09,10.5888204574585,19.6507453918457,0.247138172388077,10.72
1981-03-10,11.534836769104,12.5453433990479,0.414885431528091,9.65
1981-03-11,11.7159395217896,12.3275241851807,0.783918082714081,7.08
1981-03-12,10.2225618362427,6.40785837173462,1.14692437648773,4.41
1981-03-13,8.75434494018555,7.25297355651856,0.786991536617279,6.58
1981-03-14,7.2664532661438,2.20347905158997,1.27035629749298,3.99
1981-03-15,6.30507850646973,0.847868800163269,1.02934658527374,2.81
1981-03-16,5.05625581741333,0.883824050426483,1.25468564033508,2.23
1981-03-17,4.07556009292603,0.173874765634537,1.37011063098907,1.86
1981-03-18,4.9833722114563,0.213041871786118,1.2919909954071,1.64
1981-03-19,7.56539106369019,0.579124391078949,1.28674483299255,1.52
1981-03-20,9.13143539428711,0.968231737613678,1.00933718681335,1.43
1981-03-21,9.61007022857666,8.97712802886963,0.814710736274719,2.06
1981-03-22,7.23263883590698,7.71406221389771,1.4717538356781,3.1
1981-03-23,9.12194061279297,8.57390117645264,1.12399506568909,3.22
1981-03-24,10.8078422546387,3.42589497566223,0.600462853908539,2.95
1981-03-25,11.6828660964966,4.37416791915894,1.03135621547699,2.92
1981-03-26,9.73290157318115,2.81942939758301,2.01243925094605,3.52
1981-03-27,8.92914199829102,0.436626851558685,1.40322148799896,2.1
1981-03-28,10.8756828308105,0.0208737086504698,1.34920156002045,1.66
1981-03-29,9.46703910827637,2.28697729110718,0.961330652236938,1.5
1981-03-30,8.63625812530518,4.95855903625488,1.07404255867004,1.82
1981-03-31,7.56802558898926,2.36188316345215,1.0779402256012,1.59
1981-04-01,8.96509838104248,1.26150262355804,1.17129898071289,1.37
1981-04-02,8.27903270721436,0.00218079285696149,2.12364625930786,1.22
1981-04-03,8.30146980285645,0,1.59689497947693,1.12
1981-04-04,6.8715968132019,0.00471995770931244,1.69618046283722,1.03
1981-04-05,6.82378053665161,0.0720422267913818,1.34014594554901,0.98
1981-04-06,7.12044048309326,0.00132137059699744,1.24967205524445,0.93
1981-04-07,7.32520294189453,0.0791783779859543,1.49293398857117,0.87
1981-04-08,10.7221908569336,0.774521589279175,1.19856417179108,0.84
1981-04-09,12.8736343383789,0.303422212600708,2.2009871006012,0.8
1981-04-10,14.0149984359741,1.52732729911804,2.72180366516113,0.83
1981-04-11,12.4348335266113,2.51420187950134,1.62945222854614,0.79
1981-04-12,10.544732093811,0,1.14733731746674,0.75
1981-04-13,9.65240097045898,0.209857538342476,1.70364344120026,0.71
1981-04-14,10.9973640441895,0.435616970062256,2.7224714756012,0.71
1981-04-15,11.1906261444092,0.360129624605179,2.87168574333191,0.68
1981-04-16,9.62298202514648,0.0180764701217413,2.74332737922668,0.65
