"","IRF_x1"
"1",0.00981251727363501
"2",0.00687509804556973
"3",0.0073784343476781
"4",0.00624654534226518
"5",0.00488927186480193
"6",0.00436656797328292
"7",0.00299496022268983
"8",0.00279422874521823
"9",0.0024792213416598
"10",0.00244947213732925
"11",0.00173280918480548
"12",0.00224053105921356
"13",0.00241615313581885
"14",0.00205634123789198
"15",0.00192872690990423
"16",0.00143002984110189
"17",0.00155531281523356
"18",0.00102824423018985
"19",0.000751883284202367
"20",0.00130363911813862
"21",0.00112591851910936
"22",0.00128914722855834
"23",0.00139338759537818
"24",0.00191339307415096
"25",0.00150295182227358
"26",0.00124201797541538
"27",0.000991625110927173
"28",8.50463319708553e-05
