"","catchment_no","criteria","mean_nrmse","mean_r2","mean_nse","mean_kge","mean_delta","mean_shape","mean_rate","sd_delta","sd_shape","sd_rate","median_mod_kge","median_mod_delta","median_mod_shape","median_mod_rate","longitude","latitude","region"
"2969",2139,best_rmse,2.96160870385585,0.112805398385208,0.112805398385208,0.156531006204208,1.05200187508622,0.552464836318854,0.0378226186715215,0.462825523148282,0.227240292471117,0.0897424955252491,0.175298992994369,1.01523401525418,0.707617775320774,0.0136873469713625,-117.83951,34.42083,n.a.
"2970",214,best_aic,1.00110473154367,-0.329338824146147,-0.329338824146147,-0.235601875053778,0.933004877533319,1.34361608531944,0.0129632321171311,0.198450862607773,0.234447200619308,0.0147735941044592,-0.250036679165443,0.678931136344338,1.14544486143526,0.00587955092859887,-124.1419373,51.62527847,n.a.
"2971",214,best_bic,0.993491921934948,-0.335489930061534,-0.335489930061534,-0.235107553786091,1.04126485941891,1.23344686237484,0.01434155509019,0.190226544443198,0.204279497421524,0.0190754941564733,-0.230246363870374,0.866950580362949,0.997531040214699,0.0314511188351273,-124.1419373,51.62527847,n.a.
"2972",214,best_rmse,0.989897425084616,-0.33542150060773,-0.33542150060773,-0.237820779235104,0.939681883899559,1.24894377186006,0.0106869067295273,0.159775427172506,0.208492140144892,0.0137284283032895,-0.24590776154479,0.679125067267999,1.17554199371342,0.00391805272131634,-124.1419373,51.62527847,n.a.
"2973",2140,best_aic,0.859144591743516,0.423315978395202,0.423315978395202,0.418117626575495,0.949746747042178,1.07457703623517,0.0101497370947685,0.115083626774842,0.0961356945111403,0.00118475803496169,0.440763949829306,1.03186242993069,1.04761762087576,0.00976359704020275,-119.79824,39.11324,n.a.
"2974",2140,best_bic,0.872246224036704,0.426818703718297,0.426818703718297,0.416967598806318,0.969084194668879,1.10736936921189,0.0106130853755133,0.0855676169301912,0.129104511722626,0.00164022744382778,0.444735631770031,1.01684175778685,1.05101478169389,0.00970671652798548,-119.79824,39.11324,n.a.
"2975",2140,best_rmse,0.854871187950446,0.420841028170631,0.420841028170631,0.396377637377006,0.971504275673082,1.0948739661382,0.0106524482377379,0.0924244148115353,0.111214612245408,0.00225322477271966,0.429816697374588,1.02867402549127,1.04550213483652,0.010244963295703,-119.79824,39.11324,n.a.
"2976",2141,best_aic,1.73731432965513,0.117269930005685,0.117269930005685,0.00307341496394395,1.05108063438695,1.20718011279523,0.0168471432727568,0.39992349695515,0.220550662899103,0.00305352166908249,0.0018778535842191,1.21257571766694,1.54521249759973,0.0212421982501469,-115.477,40.69076,n.a.
"2977",2141,best_bic,1.73951047005241,0.112513728257428,0.112513728257428,-0.00825956377654007,0.961644720510242,1.1468249666797,0.0167319944575539,0.429461572858301,0.222538049654275,0.00353576699970506,0.00244543409586206,1.60836464486017,1.0812120338038,0.0139766969835242,-115.477,40.69076,n.a.
"2978",2141,best_rmse,1.75035128399258,0.123006566072766,0.123006566072766,0.0084245988736959,1.08431769113605,1.184791257536,0.0168496975415896,0.395015025563528,0.277654459832342,0.00368033371750133,0.0103227017895069,1.58005032309265,1.11862036212392,0.0147337670655369,-115.477,40.69076,n.a.
"2979",2142,best_aic,1.95143642046253,0.138696220412752,0.138696220412752,0.0301120221429835,1.04286770278083,1.17944564390797,0.026040839305878,0.309770493768871,0.210648997784173,0.0137945949286851,0.0280290649770896,0.908089769953923,1.16736117784451,0.0204681735950576,-117.41791,41.53462,n.a.
"2980",2142,best_bic,1.94211327288296,0.130183175816199,0.130183175816199,0.0179001018972174,0.925489029106645,1.14674004935943,0.0313323249228775,0.290245764215444,0.22775014344934,0.0376647874154875,0.0136758437704714,0.8212926907902,1.7619675933039,0.0278243814836734,-117.41791,41.53462,n.a.
"2981",2142,best_rmse,1.95506733471271,0.1338304256182,0.1338304256182,0.0147289617024492,0.956373214915578,1.17330743725843,0.0231985508022057,0.32855399801945,0.16712565744462,0.00609902809439053,0.0143950950146057,1.57969081554234,0.812924102834427,0.0158547934172805,-117.41791,41.53462,n.a.
"2982",2143,best_aic,1.80734875738155,0.157546352719509,0.157546352719509,0.0605426059778487,0.985889696001658,0.941704862267447,0.0101859832512733,0.324998904634572,0.532290389019692,0.00559251369345099,0.0771309431081784,0.883130629172534,0.649035663907869,0.00496064159589035,-120.11852,39.05185,n.a.
"2983",2143,best_bic,1.82175553344452,0.146550424398102,0.146550424398102,0.0447212305797124,0.961789123600107,0.921313405550758,0.038564885752811,0.579399775187826,0.282889507749232,0.146571492446804,0.102966838371039,1.26956921899927,0.803094986999214,0.00588392799617243,-120.11852,39.05185,n.a.
"2984",2143,best_rmse,1.80165605043014,0.155871931644979,0.155871931644979,0.0613515045508561,1.03402026233735,0.831733445315113,0.0151737842912987,0.382489865426483,0.259595436706484,0.0326590914972107,0.0812844584590221,0.646049403910296,0.582048531684918,0.00621145468017784,-120.11852,39.05185,n.a.
"2985",2144,best_aic,1.77626758864643,-0.00639933257011305,-0.00639933257011305,-0.112733428075103,0.835579231863803,0.622574167631532,0.284892600563417,0.379340342575217,0.264376690598477,0.400700966623849,-0.128393159268039,0.993495646388419,0.879688971862307,0.857594209928988,-120.16214,39.10741,n.a.
"2986",2144,best_bic,1.76425623690052,-0.00436561775920851,-0.00436561775920851,-0.128767714085375,0.992991988900356,0.465038295008467,0.113258168792638,0.426255725386325,0.205781664684103,0.281057567851397,-0.131600899115946,1.00049764406551,0.881210354710439,0.858432913770762,-120.16214,39.10741,n.a.
"2987",2144,best_rmse,1.73855308908859,0.0210292307874469,0.0210292307874469,-0.0873616862389039,1.0308457160758,0.518468884655001,0.0811766709558803,0.415514691191958,0.194792788862037,0.235767360291602,-0.105654472004724,1.09220155902546,0.366772327288756,0.00615061762164432,-120.16214,39.10741,n.a.
"2988",2145,best_aic,1.16825069112404,0.0962641006869664,0.0962641006869664,0.0524294846948681,0.984538475512192,1.43259317675245,0.0107973779834814,0.268146005031404,0.479592702475236,0.00537792283734367,0.0119721388401144,7.87461655444242e-06,2.9306382355918,0.0261558080836716,-119.93546,39.06658,n.a.
"2989",2145,best_bic,1.18902790769026,-0.0643101747000546,-0.0643101747000546,0.092690246198842,0.999481261553106,1.60771352698332,0.0132637406509001,0.335358936862596,0.544862575964756,0.00554419543412207,0.0159996757934626,1.04976549082746,2.99859445902945,0.0268494119126041,-119.93546,39.06658,n.a.
"2990",2145,best_rmse,1.04795684925938,-0.00902274667761725,-0.00902274667761725,0.0813963893341587,0.919061513999115,1.29834332019751,0.00968169260368891,0.296576699716866,0.25465715204178,0.00356489734040676,0.214631742426196,0.567878080134896,0.874309328012333,0.00363909180931688,-119.93546,39.06658,n.a.
"2991",2146,best_aic,1.70366014110918,0.0743133953357307,0.0743133953357307,-0.0254078835679532,0.975073027654163,0.55993864306308,0.0169760704201523,0.439437506081824,0.176752996721917,0.055455724969173,-0.0168861489934899,0.744651623676118,0.716937552943578,0.00539764205715846,-120.23798,39.43157,n.a.
"2992",2146,best_bic,1.66826962147001,0.101275606574855,0.101275606574855,0.0188180856604822,1.00585458002625,0.630662420703468,0.0275331072237017,0.372723099233863,0.208705009515034,0.105902005315912,0.0495968400031433,1.10819307739252,0.861647028579676,0.00596965510724949,-120.23798,39.43157,n.a.
"2993",2146,best_rmse,1.6814326431338,0.0890162340364929,0.0890162340364929,-0.0144925155099198,1.05372150474724,0.574101496963371,0.00571879507607504,0.404768184182024,0.187368818306523,0.00316394634214276,-0.015237328910046,1.1144265011126,0.507236548723533,0.0058215437431267,-120.23798,39.43157,n.a.
"2994",2147,best_aic,0.780430349674788,0.248293477030773,0.248293477030773,0.20657742961522,0.960995067023586,1.45128706279471,0.00949193471645478,0.449659894023542,0.267052097216022,0.00560643268486572,0.25151904977767,0.658363893345281,1.06016486777725,0.00570142362961893,-119.85852,39.35435,n.a.
"2995",2147,best_bic,0.847944110285601,0.15820815698108,0.15820815698108,0.169428065919691,1.02862930814643,1.36092465848912,0.00895526600470473,0.182606825832428,0.304768583872604,0.0031705321043309,0.19179761643838,1.34492264522516,1.45497268978762,0.0102304636965181,-119.85852,39.35435,n.a.
"2996",2147,best_rmse,0.780131900032282,0.260168309624094,0.260168309624094,0.216200730562242,0.955974375142925,1.37872272181996,0.00859523599515619,0.320125808122848,0.256491083150498,0.00263721563360739,0.237358059904067,1.00680619486469,1.10482936170358,0.00635106480260083,-119.85852,39.35435,n.a.
