"","catchment_no","criteria","n_windows","sd_windows","nrmse","r2","nse","kge","longitude","latitude","region"
"1926","1776","best_bic","3","0.276887462097269","1.59153135012627","0.401482824519054","0.401482824519054","0.465418943218036","-84.88972","34.24278","NA"
"1927","1776","best_rmse","3","0.2","1.58366665299367","0.40422072740087","0.40422072740087","0.465964763838917","-84.88972","34.24278","NA"
"1928","1777","best_aic","3","0.489897948556636","1.2297187178081","0.541118091910625","0.541118091910625","0.6089610416428","-86.27025","32.91679","NA"
"1929","1777","best_bic","3","0.506622805119022","1.25909507477003","0.542183095770703","0.542183095770703","0.593428130307659","-86.27025","32.91679","NA"
"1930","1777","best_rmse","2","0.509901951359279","1.26794901144528","0.532608919220007","0.532608919220007","0.59304716080981","-86.27025","32.91679","NA"
"1931","1778","best_aic","3","0","1.19945584877646","0.524081474100949","0.524081474100949","0.633869890157802","-85.87913","33.06679","NA"
"1932","1778","best_bic","3","0.33166247903554","1.22204705058574","0.530880695813967","0.530880695813967","0.621835641230278","-85.87913","33.06679","NA"
"1933","1778","best_rmse","3","0.276887462097269","1.21479519241965","0.524134984423751","0.524134984423751","0.617623011078266","-85.87913","33.06679","NA"
"1934","1779","best_aic","3","0.489897948556636","0.996522502122493","0.589092164173235","0.589092164173235","0.626563617251272","-86.9036","32.58291","NA"
"1935","1779","best_bic","3","0.458257569495584","0.96821206783758","0.598340734498395","0.598340734498395","0.646800766983675","-86.9036","32.58291","NA"
"1936","1779","best_rmse","3","0.458257569495584","0.965945012146574","0.603435157817382","0.603435157817382","0.646306095275998","-86.9036","32.58291","NA"
"1937","178","best_aic","3","0.5","0.996434577376564","0.149870086173269","0.149870086173269","0.220175825295727","-126.0055084","52.3608284","NA"
"1938","178","best_bic","3","0.509901951359279","0.990121371729452","0.167268711292106","0.167268711292106","0.237730280795018","-126.0055084","52.3608284","NA"
"1939","178","best_rmse","2","0.509901951359279","1.01120720665524","0.130113113637303","0.130113113637303","0.203358023838978","-126.0055084","52.3608284","NA"
"1940","1780","best_aic","3","0.757187779440036","1.74366820256097","0.502853886583203","0.502853886583203","0.522351599192748","-87.06832","31.99626","NA"
"1941","1780","best_bic","2","0.832666399786453","1.75888136850997","0.481048520551647","0.481048520551647","0.525361924724382","-87.06832","31.99626","NA"
"1942","1780","best_rmse","3","0.33166247903554","1.74924742044845","0.493510680585966","0.493510680585966","0.525542901581973","-87.06832","31.99626","NA"
"1943","1781","best_aic","3","0.33166247903554","1.42345576981091","0.472403801718852","0.472403801718852","0.608120594479009","-88.28361","34.46667","NA"
"1944","1781","best_bic","3","0.33166247903554","1.42008673336519","0.485523332647097","0.485523332647097","0.594449015257378","-88.28361","34.46667","NA"
"1945","1781","best_rmse","3","0.276887462097269","1.41874465722371","0.48746464390239","0.48746464390239","0.617176655830081","-88.28361","34.46667","NA"
"1946","1782","best_aic","3","0.374165738677394","1.3286651611712","0.39575307790624","0.39575307790624","0.629525414524012","-88.355","34.3925","NA"
"1947","1782","best_bic","3","0.690410505906933","1.30203415833377","0.414472426640096","0.414472426640096","0.644569325395801","-88.355","34.3925","NA"
"1948","1782","best_rmse","3","0.613731754650732","1.41840016231013","0.317361561397312","0.317361561397312","0.621395087117545","-88.355","34.3925","NA"
"1949","1783","best_aic","3","0.458257569495584","1.91224674032259","0.488126084537101","0.488126084537101","0.512551476405267","-87.39891","34.28538","NA"
"1950","1783","best_bic","3","0.489897948556636","1.91504554270321","0.485757042679421","0.485757042679421","0.50601772851232","-87.39891","34.28538","NA"
"1951","1783","best_rmse","3","0.435889894354067","1.8717974946428","0.488376005039202","0.488376005039202","0.513917593162327","-87.39891","34.28538","NA"
"1952","1784","best_aic","3","0.408248290463863","1.6262209840332","0.549478347079809","0.549478347079809","0.52568394365958","-87.59723","33.47928","NA"
"1953","1784","best_bic","3","0.568624070307733","1.63216893429417","0.54880165279133","0.54880165279133","0.526936755789211","-87.59723","33.47928","NA"
"1954","1784","best_rmse","3","0.276887462097269","1.66453899272429","0.540610488142472","0.540610488142472","0.513321994630575","-87.59723","33.47928","NA"
"1955","1785","best_aic","3","0.2","1.83671911094657","0.390049108729867","0.390049108729867","0.427017606758677","-87.51056","33.41345","NA"
"1956","1785","best_bic","3","0.33166247903554","1.92176783054243","0.380949094805139","0.380949094805139","0.412345446362632","-87.51056","33.41345","NA"
"1957","1785","best_rmse","3","0.4","1.9080297699975","0.382585837016689","0.382585837016689","0.40755049931859","-87.51056","33.41345","NA"
"1958","1786","best_aic","3","0.276887462097269","1.17474137525893","0.510388897165974","0.510388897165974","0.624036322583032","-87.64251","33.42484","NA"
"1959","1786","best_bic","3","0.690410505906933","1.2044470077031","0.495205952983499","0.495205952983499","0.643504150719482","-87.64251","33.42484","NA"
"1960","1786","best_rmse","3","0.276887462097269","1.200788384098","0.489918009964815","0.489918009964815","0.615775605251766","-87.64251","33.42484","NA"
"1961","1787","best_aic","2","0.509901951359279","0.97389650902153","0.520294161437399","0.520294161437399","0.610533898604854","-87.62223","32.99735","NA"
"1962","1787","best_bic","3","0.458257569495584","0.975685407010284","0.518728482080007","0.518728482080007","0.614447254752184","-87.62223","32.99735","NA"
"1963","1787","best_rmse","3","0.476095228569523","0.899587853467287","0.55250425680191","0.55250425680191","0.642529240550481","-87.62223","32.99735","NA"
"1964","1788","best_aic","3","0.458257569495584","1.74852679132717","0.494203708316162","0.494203708316162","0.472677688608647","-88.02251","31.74432","NA"
"1965","1788","best_bic","3","0.577350269189626","1.75868638165254","0.492765120360281","0.492765120360281","0.475926206512496","-88.02251","31.74432","NA"
"1966","1788","best_rmse","3","0.458257569495584","1.7299869684509","0.498827325009103","0.498827325009103","0.489648908002755","-88.02251","31.74432","NA"
