"","IRF_x1"
"1",1.8392141107844e-06
"2",2.71023046825979e-05
"3",2.89083526397499e-05
"4",2.85754978213505e-05
"5",2.86491052158923e-05
"6",2.47798551745546e-05
"7",2.38832834170987e-05
"8",2.26690936371379e-05
"9",2.10776418928902e-05
"10",1.63109920188124e-05
"11",1.25098225319298e-05
"12",1.12215386628479e-05
"13",1.25435997823487e-05
"14",1.47510765767343e-05
"15",1.13137753627504e-05
"16",6.28643542352699e-06
"17",7.36270830702111e-06
"18",3.64497378421429e-06
"19",6.49659760605206e-07
"20",2.2777472795767e-06
