"","IRF_x1"
"1",0.00218386009695857
"2",0.0192248876023299
"3",0.0422482048730387
"4",0.0474462982178961
"5",0.0444397600395915
"6",0.038779522875393
"7",0.0328720945027635
"8",0.0273082233780555
"9",0.0221997483549405
"10",0.0196321772859732
"11",0.0162346272656784
"12",0.0130979691856441
"13",0.011072482546805
"14",0.00980062118480718
"15",0.0100525414853112
"16",0.0101822833949153
"17",0.0102789882518355
"18",0.00971153120965517
"19",0.00994236676913504
"20",0.00996358977172984
"21",0.00993553493237379
"22",0.00932101050732147
"23",0.00782057953126219
"24",0.00664129477624282
"25",0.0051126845150476
"26",0.00301913399515262
"27",0.000959213996438984
