"","IRF_x1"
"1",0.244161442123018
"2",0.333047788314073
"3",0.0746775768806467
"4",0.0498560252901334
"5",0.045642067477682
"6",0.0362720324243414
"7",0.0311659754589799
"8",0.0271029343094239
"9",0.0272846467702133
"10",0.0197094329290566
"11",0.0208272859072033
"12",0.0215716963073541
"13",0.0194705688393716
"14",0.0178581404956251
"15",0.0250613973544835
"16",0.0131499502212892
"17",0.0153735067003266
"18",0.0125773935338421
"19",0.015303699749366
"20",0.0139041240059025
"21",0.0196262907197175
"22",0.0146650597623276
"23",0.0131050556383884
"24",0.0157549676002019
"25",0.0162455376250365
"26",0.0129765186392384
"27",0.0170451633156144
"28",0.0184797446242942
"29",0.0167599066983303
"30",0.0149218175232861
"31",0.0146946764263161
"32",0.0154916446128008
"33",0.00800764524269968
"34",0.0106503443857824
"35",0.013844192118676
"36",0.0141468281453146
"37",0.0153426748407218
"38",0.0136228780896154
"39",0.017284448555277
"40",0.0154778819497992
"41",0.00785480316022205
"42",0.0131137102293106
"43",0.0121469735332264
"44",0.0140934798831315
"45",0.00965843379644644
"46",0.0196356036810453
"47",0.0113025982589979
"48",0.0062060971372351
"49",0.0159638542910953
"50",0.0130253300579565
"51",0.0125206970339789
"52",0.0131828979188407
"53",0.0173061453387538
"54",0.00866943254209246
"55",0.0128922570174567
"56",0.0152184067560297
"57",0.0122390504809875
"58",0.0142125652019987
"59",0.0121814933685911
"60",0.0121533935338494
"61",0.0174907726626979
"62",0.0105460205273827
"63",0.016111405968214
"64",0.014229385085015
"65",0.0168196752733159
"66",0.0152742636974243
"67",0.0088460268508846
"68",0.0118317232461764
"69",0.0134743306931418
"70",0.0134360536556546
"71",0.0120923587893689
"72",0.00454942700483148
"73",0.0112044687122752
"74",0.0123064027602693
"75",0.0138566035135745
"76",0.0121937934918848
"77",0.0109929668932207
"78",0.0137225811789697
"79",0.0137805586885604
"80",0.0155072693407234
"81",0.00704516151508454
"82",0.0103418712733201
"83",0.0103450037405812
"84",0.0181357231455086
"85",0.0124295501844208
"86",0.0118766533866648
"87",0.0101153340531662
"88",0.012611140701432
"89",0.00938391733192074
"90",0.0139396166734633
"91",0.010051187324958
"92",0.012425967865669
"93",0.0102118394002475
"94",0.00770588572099811
"95",0.0103762852668207
"96",0.00739067094472195
"97",0.0115343883191677
"98",0.00998495681955637
"99",0.0124827704722945
"100",0.0112741958158942
"101",0.00839208799554442
