"","IRF_x1"
"1",0.178913952965971
"2",0.175640008759638
"3",0.0772777891428249
"4",0.0339787933701274
"5",0.0224590680416892
"6",0.0205340635505508
"7",0.0153047191391798
"8",0.0117630159801167
"9",0.00913660749635876
"10",0.0118083962881756
"11",0.0127655526754234
"12",0.0108438692258047
"13",0.0104493530177173
"14",0.0104730831754144
"15",0.00866006535308235
"16",0.0125722605822899
"17",0.00588548332009749
"18",0.0159172704564638
"19",0.0111718810196213
"20",0.0042930959074768
"21",0.00661186321801458
"22",0.00827927312018396
"23",0.00904523341141864
"24",0.00946242119767452
"25",0.00713342871218735
"26",0.00340517347369859
"27",0.00277828152805607
"28",0.00732724743221853
"29",0.00946450465298532
"30",0.00501384472470012
"31",0.0029281510962274
"32",0.00708798772347885
"33",0.0071513179492178
"34",0.00391037704350021
"35",0.00418256357557658
"36",0.0081730630618315
"37",0.0064293646093802
"38",0.00846449527737247
"39",0.00657445925938018
"40",0.00265230243223073
"41",0.000842179343659218
"42",0.00713079501131022
"43",0.00829268379382961
"44",0.00769186025187164
"45",0.00857379013869975
"46",0.00899904053680222
"47",0.00868667446525145
"48",0.00773385138889099
"49",0.00626530501209452
"50",0.011068096719999
"51",0.00781389946052005
"52",0.005904728585382
"53",0.00217391552104599
"54",0.00471703679483021
"55",0.00613327465008978
"56",0.00825103355325861
"57",0.00396105404915268
"58",0.00141130659951971
"59",0.00622691684928841
"60",0.00499900526584857
"61",0.0042753377760267
"62",0.00884700658684795
"63",0.00472945956477061
"64",0.00524795471759515
"65",0.00449308837603374
"66",0.00813028695446858
"67",0.00470863897849962
"68",0.00524780493305821
"69",0.00456052294241642
"70",0.00687253509463544
"71",0.00529928108067908
"72",0.00518508699428132
"73",0.00788084501986075
"74",0.00722675428155727
"75",0.00351982482732951
"76",0.0110229413962234
"77",0.00841985840787733
"78",0.00717625653459135
"79",0.00809259719310853
"80",0.00640027687100826
"81",0.00768726051184065
"82",0.00479941868482905
"83",0.00616734810180486
"84",0.00281661995329832
"85",0.00110664357321466
"86",0.00378252129486117
"87",0.00267776285390588
"88",0.0116901048877242
"89",0.00550027468509031
"90",0.0053711611040788
"91",0.00266862971650726
"92",0.00591310039405031
"93",0.00624972912865844
"94",0.00717470203281773
"95",0.00568437296671358
"96",0.00582011983697888
"97",0.00323627660729011
"98",0.00450422050886748
"99",0.00140734755687905
"100",0.00227965107977035
"101",0.00528243400342243
