"","IRF_x1"
"1",0.249727785516576
"2",0.142728283986506
"3",0.00501808122502351
"4",0.0504027691629352
"5",0.015096010978412
"6",0.0309859921779272
"7",0.0133825754060262
"8",0.0308203313413436
"9",0.0211431679132609
"10",0.0196352167716108
"11",0.0169691002408451
"12",0.0231661650366453
"13",0.0204399163455895
"14",0.0175623052785693
"15",0.0165576312200039
"16",0.0203656076006014
"17",0.0106618533283538
"18",0.0131134355564076
"19",0.0175256997762145
"20",0.0153217292787617
"21",0.0152369052485614
"22",0.0138741058265764
"23",0.0134730709991504
"24",0.0110805122335212
"25",0.0166459319529949
"26",0.0102854200737554
"27",0.0122664349903744
"28",0.0161707513322902
"29",0.0131484778656388
"30",0.0160671409334861
"31",0.0103143619173551
"32",0.0200754572683531
"33",0.0120251838842053
"34",0.0150958504682877
"35",0.0118205036215638
"36",0.0145955067017197
"37",0.0144411313335948
"38",0.0178821192971508
"39",0.0135367050692033
"40",0.0095016578660777
"41",0.0120810763115946
"42",0.0106497106014065
"43",0.0100435307588711
"44",0.0123681718572629
"45",0.00777335084645051
"46",0.0200101887403945
"47",0.00925226204210083
"48",0.0128433754251873
"49",0.00380444439562681
"50",0.0188481857045599
"51",0.00512151614664904
"52",0.0140666602641304
"53",0.00358705853943984
"54",0.015637746324925
"55",0.0167736171784142
"56",0.0191819166743213
"57",0.00926382652704924
"58",0.0136370534384982
"59",0.0104971044070446
"60",0.00936162250000082
"61",0.011983550047039
"62",0.00944860103501013
"63",0.00175550926088354
"64",0.0116385758148803
"65",0.0166861006581323
"66",0.00698042801985785
"67",0.0169522233983105
"68",0.00732720725164843
"69",0.00956033854027784
"70",0.0113278389843894
"71",0.0146897304826359
"72",0.0080598633965516
"73",0.0191634489437632
"74",0.00897620874028074
"75",0.00828465463129627
"76",0.00736040999974089
"77",0.00969743054636554
"78",0.0128296349831658
"79",0.00703834058605156
"80",0.00751990112208176
"81",0.0115406389836389
"82",0.0137949428381631
"83",0.0144896460828227
"84",0.0152298474330534
"85",0.0110392973231156
"86",0.00591746933406258
"87",0.00709869607447897
"88",0.0156345801267724
"89",0.0131166391784053
"90",0.0187946946637401
"91",0.0113383074834621
"92",0.0139394270878917
"93",0.00881593031717412
"94",0.000394462629439069
"95",0.0144973700897811
"96",0.00689698379096431
"97",0.00767345894102875
"98",0.0117491699399907
"99",0.00560678863329173
"100",0.0118552801887016
"101",0.00602938479653779
