gridcode,country,longitude,latitude,station_name,station_id,area_km2
762,CA,-104.239997864,52.8422203064,LEATHER RIVER NEAR STAR CITY,05KB006,183.871240664005
763,CA,-115.0110168,52.92990875,ROSE CREEK NEAR ALDER FLATS,05DE007,547.318109984687
764,CA,-104.08,52.97,DOGHIDE RIVER NEAR RUNCIMAN,05KB011,420.898953089615
765,CA,-108.78,52.76,CUT KNIFE CREEK NEAR CUT KNIFE,05FF003,417.578580349056
767,CA,-115.520263672,52.8199691772,NORDEGG RIVER AT SUNCHILD ROAD,05DD009,867.370398719433
768,CA,-119.0066681,52.98627853,FRASER RIVER AT RED PASS,08KA007,1250.1658204886
770,CA,-114.577667236,52.5737380981,BLOCK CREEK NEAR LEEDALE,05CC010,63.667026343359
773,CA,-104.0208282,53.13639069,CARROT RIVER NEAR ARMLEY,05KB003,4453.61383156423
774,CA,-126.521080017,52.4245605469,SALLOOMT RIVER NEAR HAGENSBORG,08FB004,156.550495824586
775,CA,-115.075782776,52.6638183594,BAPTISTE RIVER NEAR THE MOUTH,05DC012,1349.87138878033
777,CA,-111.310386658,52.7080001831,IRON CREEK NEAR HARDISTY,05FB002,3490.2800632427
778,CA,-113.195762634,52.4074707031,PARLBY CREEK AT ALIX,05CD007,509.144465164958
780,CA,-113.581413269,52.6632499695,BATTLE RIVER NEAR PONOKA,05FA001,1878.73986752076
781,CA,-101.086608887,52.370059967,BIRCH RIVER NEAR BIRCH RIVER,05LE010,139.172836108448
782,CA,-122.294639587,52.4262504578,SHERIDAN CREEK ABOVE MCLEESE LAKE,08MC045,92.1299337655763
784,CA,-113.362960815,52.3319091797,HAYNES CREEK NEAR HAYNES,05CD006,171.362619723245
785,CA,-112.138076782,52.3855514526,PAINTEARTH CREEK NEAR HALKIRK,05FC004,194.2867167883
787,CA,-114.344169617,52.3195610046,MEDICINE RIVER NEAR ECKVILLE,05CC007,1869.00477700301
789,CA,-111.730102539,52.2591896057,YOUNG CREEK NEAR CASTOR,05FC007,65.3327889741848
790,CA,-125.7713928,52.88972092,DEAN RIVER BELOW TANSWANKET CREEK,08FC003,3848.55237568387
792,CA,-121.5711136,52.61555862,QUESNEL RIVER AT LIKELY,08KH001,4979.78552446181
794,CA,-114.929176331,52.2738609314,PRAIRIE CREEK NEAR ROCKY MOUNTAIN HOUSE,05DB002,818.264015027699
795,CA,-121.4055634,52.31528091,MOFFAT CREEK NEAR HORSEFLY,08KH019,547.707130652232
796,CA,-119.301940918,52.1166915894,BLUE RIVER NEAR BLUE RIVER,08LB038,277.120093978875
797,CA,-102.625,52.0227813721,LILIAN RIVER NEAR LADY LAKE,05MC003,229.02523970643
798,CA,-103.626106262,52.1444396973,DUCK CREEK NEAR KELVINGTON,05LA003,248.428819062051
799,CA,-113.599716187,52.0011711121,RAY CREEK NEAR INNISFAIL,05CE010,44.2333598995181
800,CA,-102.0738907,51.99777985,SWAN RIVER NEAR NORQUAY,05LE008,1937.99972251169
801,CA,-113.568557739,51.9974708557,THREEHILLS CREEK BELOW RAY CREEK,05CE018,152.870563783028
803,CA,-113.8,52.27,WASKASOO CREEK AT RED DEER,05CC011,487.141441675397
804,CA,-101.913887024,51.9688911438,MALONECK CREEK NEAR PELLY,05LE011,186.308478859672
805,CA,-101.1416092,52.25968933,WOODY RIVER NEAR BOWSMAN,05LE004,2101.74550842975
806,CA,-114.477478027,52.0892791748,RAVEN RIVER NEAR RAVEN,05CB004,705.679184635536
808,CA,-126.0055084,52.3608284,ATNARKO RIVER NEAR THE MOUTH,08FB006,2516.47082549367
810,CA,-102.5469437,51.93972015,ASSINIBOINE RIVER AT STURGIS,05MC001,1476.67250520185
811,CA,-102.330001831,51.8827781677,STONY CREEK NEAR STENEN,05MC002,235.382290157895
812,CA,-115.422180176,52.3685913086,RAM RIVER NEAR THE MOUTH,05DC006,1881.07284555697
813,CA,-116.583946228,51.7999191284,SILVERHORN CREEK NEAR THE MOUTH,05DA010,22.1047277174968
814,CA,-101.0602493,52.15089035,ROARING RIVER NEAR MINITONAS,05LE005,829.715590869796
815,CA,-114.685516357,51.9267883301,JAMES RIVER NEAR SUNDRE,05CA002,820.581500300854
817,CA,-113.361122131,51.7178382874,RENWICK CREEK NEAR THREE HILLS,05CE011,57.417309456184
820,CA,-116.689193726,51.8842697144,MISTAYA RIVER NEAR SASKATCHEWAN CROSSING,05DA007,223.822196089914
821,CA,-124.41,51.67,HOMATHKO RIVER AT INLET TO TATLAYOKO LAKE,08GD008,490.228234061688
826,CA,-124.145309448,51.6738586426,LINGFIELD CREEK NEAR THE MOUTH,08MA006,96.7718623942565
827,CA,-119.9152832,51.60277939,NORTH THOMPSON RIVER AT BIRCH ISLAND,08LB047,4221.24426892323
828,CA,-118.5969391,51.66833115,GOLDSTREAM RIVER BELOW OLD CAMP CREEK,08ND012,941.738012036359
829,CA,-112.71698761,51.4715309143,MICHICHI CREEK AT DRUMHELLER,05CE020,1189.79985102611
830,CA,-115.410560608,51.6605110168,RED DEER RIVER ABOVE PANTHER RIVER,05CA004,943.499675475995
831,CA,-114.65,51.74,FALLENTIMBER CREEK NEAR SUNDRE,05CA012,501.700896280539
833,CA,-116.19,51.43,BOW RIVER AT LAKE LOUISE,05BA001,427.971689097722
835,CA,-113.727783203,51.4158287048,ROSEBUD RIVER BELOW CARSTAIRS CREEK,05CE006,752.167447972946
836,CA,-112.978271484,51.4694595337,KNEEHILLS CREEK NEAR DRUMHELLER,05CE002,2343.77036786945
837,CA,-112.201873779,51.3908004761,FISH CREEK ABOVE LITTLE FISH LAKE,05CG006,119.066133068694
840,CA,-119.881637573,51.3543815613,HARPER CREEK NEAR THE MOUTH,08LB076,165.699026339622
841,CA,-114.140289307,52.0282402039,LITTLE RED DEER RIVER NEAR THE MOUTH,05CB001,2580.58220823602
842,CA,-105.3811111,51.30056,LEWIS CREEK NEAR IMPERIAL,05JH005,493.790893288448
844,CA,-119.9305573,51.24721909,BARRIERE RIVER BELOW SPRAGUE CREEK,08LB069,446.171966033614
846,CA,-118.9466705,51.26250076,SEYMOUR RIVER NEAR SEYMOUR ARM,08LE027,801.365993469951
851,CA,-120.208938599,51.1220283508,FISHTRAP CREEK NEAR MCLURE,08LB024,138.569492066552
852,CA,-123.104499817,51.2539710999,BIG CREEK BELOW GRAVEYARD CREEK,08MB007,195.388901036447
853,CA,-117.4616699,51.50971985,BEAVER RIVER NEAR THE MOUTH,08NB019,1152.58352616838
854,CA,-116.9680634,51.29999924,KICKING HORSE RIVER AT GOLDEN,08NA006,1841.12261298022
857,CA,-114.5283279,51.15444183,JUMPINGPOUND CREEK NEAR THE MOUTH,05BH009,529.055899933153
858,CA,-118.0824966,51.01361084,ILLECILLEWAET RIVER AT GREELEY,08ND013,1148.11858148074
860,CA,-119.6544418,50.9383316,ADAMS RIVER NEAR SQUILAX,08LD001,3187.69910852937
861,CA,-119.532836914,50.9131698608,CORNING CREEK NEAR SQUILAX,08LE077,28.5825997219137
862,CA,-124.1419373,51.62527847,CHILKO RIVER AT OUTLET OF CHILKO LAKE,08MA002,2155.89198898208
864,CA,-110.508003235,50.8989601135,ALKALI CREEK NEAR THE MOUTH,05CK005,565.44163933926
865,CA,-118.7997208,50.93638992,EAGLE RIVER NEAR MALAKWA,08LE024,939.274547373338
867,CA,-123.6305618,51.37944031,TASEKO RIVER AT OUTLET OF TASEKO LAKES,08MA003,1743.86848212434
868,CA,-122.2372208,50.91249847,YALAKOM RIVER ABOVE ORE CREEK,08ME025,576.130691472901
869,CA,-114.326843262,50.885471344,FISH CREEK NEAR PRIDDIS,05BK001,261.961718848981
870,CA,-101.58,50.83,SMITH CREEK NEAR MARCHWELL,05ME007,501.910729555147
871,CA,-101.299232483,50.7951393127,CONJURING CREEK NEAR RUSSELL,05ME005,76.0688792673555
874,CA,-107.2752838,50.80167007,SNAKEBITE CREEK NEAR BEECHY,05HE001,889.141722065395
876,CA,-119.196159363,50.6966514587,EAST CANOE CREEK ABOVE DAM,08LE108,14.8279087733071
880,CA,-114.278739929,50.7711296082,THREEPOINT CREEK NEAR MILLARVILLE,05BL013,510.721263840966
883,CA,-117.0472183,50.63806152,DUNCAN RIVER BELOW B.B. CREEK,08NH119,1323.74741794765
884,CA,-128.168395996,50.6693305969,SAN JOSEF RIVER BELOW SHARP CREEK,08HF006,70.9040840125354
885,CA,-120.910858154,50.6078300476,GUICHON CREEK ABOVE TUNKWA LAKE DIVERSION,08LG056,91.7615108564311
886,CA,-122.942016602,50.7308883667,HURLEY RIVER BELOW LONE GOAT CREEK,08ME027,313.271620145502
887,CA,-100.9524918,50.534729,BIRDTAIL CREEK NEAR BIRTLE,05ME003,1117.90655184384
891,CA,-113.344360352,50.5137710571,WEST ARROWWOOD CREEK NEAR ENSIGN,05BM018,31.128577136285
893,CA,-103.797218323,50.760559082,ECHO CREEK AT FORT QU'APPELLE,05JK008,570.812969702417
897,CA,-113.236312866,50.7640419006,WEST ARROWWOOD CREEK NEAR ARROWWOOD,05BM014,759.697360839708
900,CA,-116.913063,51.24361038,COLUMBIA RIVER AT NICHOLSON,08NA002,5011.33363905001
902,CA,-118.947036743,50.2843208313,VANCE CREEK BELOW DEAFIES CREEK,08LC040,71.157445008689
903,CA,-104.9086075,50.59056091,COTTONWOOD CREEK NEAR LUMSDEN,05JF011,612.626732339553
904,CA,-119.955558777,50.2888908386,SALMON RIVER ABOVE SALMON LAKE,08LE075,152.216705303155
905,CA,-119.081939697,50.2577781677,COLDSTREAM CREEK ABOVE MUNICIPAL INTAKE,08NM142,62.3472397643672
906,CA,-114.207298279,50.4740905762,PEKISKO CREEK NEAR LONGVIEW,05BL023,225.357300622965
907,CA,-126.58,50.44,TSITIKA RIVER BELOW CATHERINE CREEK,08HF004,310.397600185109
908,CA,-101.384246826,50.2696685791,SCISSOR CREEK NEAR MCAULEY,05ME009,245.832598656725
913,CA,-119.538612366,50.2122192383,WHITEMAN CREEK ABOVE BOULEAU CREEK,08NM174,110.319316279951
914,CA,-114.58870697,50.2852592468,CATARACT CREEK NEAR FORESTRY ROAD,05BL022,166.776275704295
915,CA,-110.257591248,50.1634788513,SAM LAKE TRIBUTARY NEAR SCHULER,05AH047,79.4104476074534
919,CA,-116.575279236,50.15832901,CARNEY CREEK BELOW PAMBRUN CREEK,08NH131,118.763460560798
921,CA,-122.948806763,50.1202507019,FITZSIMMONS CREEK BELOW BLACKCOMB CREEK,08MG026,89.7867118640854
923,CA,-107.436576843,49.9771385193,MOSQUITO CREEK NEAR PAMBRUN,05JB007,138.693368260099
926,CA,-116.7847214,50.08139038,FRY CREEK BELOW CARNEY CREEK,08NH130,466.922333862948
927,CA,-126.609169,50.21527863,NIMPKISH RIVER ABOVE WOSS RIVER,08HF005,858.466921769099
928,CA,-125.678222656,50.0904197693,SALMON RIVER ABOVE CAMPBELL LAKE DIVERSION,08HD015,260.338978861737
930,CA,-118.189842224,49.8969497681,INONOAKLIN CREEK ABOVE VALLEY CREEK,08NE110,285.853472798459
932,CA,-114.833358765,49.8914909363,LINE CREEK AT THE MOUTH,08NK022,137.545650279627
934,CA,-120.134933472,49.9649200439,PENNASK CREEK NEAR QUILCHENA,08LG016,84.835878361297
935,CA,-101.8370285,50.15219116,PIPESTONE CREEK ABOVE MOOSOMIN LAKE,05NE003,2474.00072321215
936,CA,-121.8627472,49.95391846,NAHATLATCH RIVER BELOW TACHEWANA CREEK,08MF065,718.163525528501
940,CA,-119.852027893,49.7945785522,GREATA CREEK NEAR THE MOUTH,08NM173,38.9330286608418
941,CA,-121.0297165,50.13528061,SPIUS CREEK NEAR CANFORD,08LG008,767.481579362161
943,CA,-117.12197876,49.8725509644,KEEN CREEK BELOW KYAWATS CREEK,08NH132,93.8642712941831
944,CA,-114.420593262,49.8377914429,RACEHORSE CREEK NEAR THE MOUTH,05AA027,219.335881699416
945,CA,-114.238098145,49.7632789612,TODD CREEK NEAR HIGHWAY NO.22,05AA909,75.1772520655964
946,CA,-114.183326721,49.8138885498,OLDMAN RIVER NEAR WALDRON'S CORNER,05AA023,1081.46377507797
947,CA,-116.435043335,49.7372703552,ST. MARY RIVER BELOW MORRIS CREEK,08NG077,211.601111831917
948,CA,-119.092468262,49.7029190063,WEST KETTLE RIVER NEAR MCCULLOCH,08NN015,234.676893732774
950,CA,-125.069252014,49.6928291321,BROWNS RIVER NEAR COURTENAY,08HB025,89.1175851986139
951,CA,-113.795303345,49.6393814087,BEAVER CREEK NEAR BROCKET,05AB013,256.013691040164
952,CA,-110.507110596,49.8877792358,GROS VENTRE CREEK NEAR DUNMORE,05AH037,215.063563591729
953,CA,-126.098609924,49.7084312439,UCONA RIVER AT THE MOUTH,08HC002,189.007701608889
954,CA,-117.445968628,49.6971206665,LEMON CREEK ABOVE SOUTH LEMON CREEK,08NJ160,180.295791016525
955,CA,-117.055740356,49.6225700378,REDFISH CREEK NEAR HARROP,08NJ061,25.8077149591493
956,CA,-123.102096558,49.7259483337,MAMQUAM RIVER ABOVE RING CREEK,08GA075,333.230748155912
957,CA,-120.91,49.86,COLDWATER RIVER NEAR BROOKMERE,08LG048,317.132174790393
958,CA,-114.400543213,49.6018486023,GOLD CREEK NEAR FRANK,05AA030,63.7342371927328
959,CA,-110.005027771,49.6488609314,BATTLE CREEK AT ALBERTA BOUNDARY,11AB117,107.470822627218
961,CA,-117.242347717,49.5903091431,DUHAMEL CREEK ABOVE DIVERSIONS,08NJ026,55.5945552488414
962,CA,-118.311752319,49.5891418457,BURRELL CREEK ABOVE GLOUCESTER CREEK,08NN023,227.578621767015
964,CA,-119.051963806,49.5653686523,TRAPPING CREEK NEAR THE MOUTH,08NN019,145.435507072568
967,CA,-114.41,49.6,CROWSNEST RIVER AT FRANK,05AA008,331.166386118944
969,CA,-110.94,49.58,PEIGAN CREEK NEAR PAKOWKI ROAD,05AH041,432.125361403894
970,CA,-108.13,49.71,NOTUKEU CREEK ABOVE ADMIRAL RESERVOIR,05JB004,505.443920854428
980,CA,-117.211639404,49.5185394287,FIVE MILE CREEK ABOVE CITY INTAKE,08NJ168,47.6754169215379
981,CA,-118.041999817,49.4484710693,DEER CREEK AT DEER PARK,08NE087,72.1755549220128
984,CA,-112.954269409,49.566280365,PRAIRIE BLOOD COULEE NEAR LETHBRIDGE,05AD035,222.481582277705
986,CA,-106.835830688,49.4377784729,MCDONALD CREEK NEAR MCCORD,05JA003,253.884083328064
987,CA,-110.75,49.32,MANYBERRIES CREEK AT BRODIN'S FARM,05AF010,352.023704949077
988,CA,-120.5180588,49.45750046,TULAMEEN RIVER AT PRINCETON,08NL024,1527.09043248983
990,CA,-120.978912354,49.4656791687,TULAMEEN RIVER BELOW VUICH CREEK,08NL071,253.275133057147
991,CA,-115.941291809,49.4221496582,MOYIE RIVER ABOVE NEGRO CREEK,08NH120,240.201829931373
993,CA,-113.947692871,49.4864006042,PINCHER CREEK AT PINCHER CREEK,05AA004,160.866609894345
1000,CA,-101.7189713,49.22106171,LIGHTNING CREEK NEAR CARNDUFF,05NF006,700.573882394379
1001,CA,-116.533912659,49.2026290894,DUCK CREEK NEAR WYNNDEL,08NH016,51.4294807620039
1002,CA,-122.536613464,49.2070884705,KANAKA CREEK NEAR WEBSTER CORNERS,08MH076,48.1174908893726
1003,CA,-117.23916626,49.234539032,HIDDEN CREEK NEAR THE MOUTH,08NE114,57.4827518879079
1004,CA,-119.321388245,49.2492790222,VASEUX CREEK ABOVE SOLCO CREEK,08NM171,117.560725318025
1005,CA,-116.45249176,49.1591186523,ARROW CREEK NEAR ERICKSON,08NH084,77.9152418585985
1006,CA,-114.34,49.4,CASTLE RIVER AT RANGER STATION,05AA028,374.389085554659
1008,CA,-123.969032288,49.1773910522,MILLSTONE RIVER AT NANAIMO,08HB032,99.0425326294211
1009,CA,-110.223671,49.10771942,SAGE CREEK AT Q RANCH NEAR WILDHORSE,11AA026,478.048459327649
1013,CA,-114.553871155,49.0943984985,CABIN CREEK NEAR THE MOUTH,08NP004,93.1499213871519
1015,CA,-118.4386063,49.04417038,GRANBY RIVER AT GRAND FORKS,08NN002,1811.88480910328
1021,CA,-109.2318573,49.0053100586,LYONS CREEK AT INTERNATIONAL BOUNDARY,11AB075,177.40303536822
1026,CA,-114.476387,49.00056076,FLATHEAD RIVER AT FLATHEAD,08NP001,886.932398384782
1028,CA,-106.8388901,48.96944046,ROCK CREEK BELOW HORSE CREEK NEAR INTERNATIONAL BOUNDARY,11AE009,829.099283752795
1029,CA,-117.294288635,49.0471382141,SALMO RIVER NEAR SALMO,08NE074,1187.59252023486
1030,CA,-113.142562866,49.1250114441,ROLPH CREEK NEAR KIMBALL,05AE005,211.451162110504
1031,CA,-124.997779846,48.915561676,CARNATION CREEK AT THE MOUTH,08HB048,9.42898906477976
1032,CA,-120.672546387,49.0941009521,SIMILKAMEEN RIVER ABOVE GOODFELLOW CREEK,08NL070,406.764638578189
1033,CA,-121.699752808,49.0717201233,SLESSE CREEK NEAR VEDDER CROSSING,08MH056,160.241446358358
1034,CA,-119.993522644,49.2076301575,ASHNOLA RIVER NEAR KEREMEOS,08NL004,1053.84264538217
1035,CA,-116.568061829,48.9972190857,BOUNDARY CREEK NEAR PORTHILL,08NH032,239.082305667215
1036,CA,-121.458442688,49.0836486816,CHILLIWACK RIVER AT OUTLET OF CHILLIWACK LAKE,08MH016,335.263943331334
1037,CA,-113.062400818,48.963508606,NORTH FORK MILK RIVER ABOVE ST. MARY CANAL,11AA032,158.771844518256
1038,CA,-113.839401245,49.113658905,WATERTON RIVER NEAR WATERTON PARK,05AD003,614.311883808185
1039,CA,-123.7,48.88,CHEMAINUS RIVER NEAR WESTHOLME,08HA001,334.888697499342
1041,CA,-118.765281677,48.9813919067,KETTLE RIVER NEAR FERRY,08NN013,4493.42806269819
1042,CA,-120.579368591,49.0989303589,PASAYTEN RIVER ABOVE CALCITE CREEK,08NL069,569.156133006089
1046,CA,-123.670806885,48.7278289795,KOKSILAH RIVER AT COWICHAN STATION,08HA003,236.372153191986
1048,CA,-140.558670044,61.9881706238,WHITE RIVER AT KILOMETRE 1881.6 ALASKA HIGHWAY,09CB001,6183.53063085216
1049,CA,-139.496932983,63.0825004578,YUKON RIVER ABOVE WHITE RIVER,09CD001,149222.652742271
1050,CA,-139.254440308,63.2822189331,STEWART RIVER AT THE MOUTH,09DD003,50959.345462233
1052,CA,-141.197784424,64.7894363403,YUKON RIVER AT EAGLE,09ED001,289127.425819759
1055,CA,-140.891113281,67.4241714478,PORCUPINE RIVER NEAR INTERNATIONAL BOUNDARY,09FD002,58906.1044050178
1056,CA,-128.906936646,60.0508308411,LIARD RIVER AT UPPER CROSSING,10AA001,32586.6348903969
1057,CA,-129.550003052,60.2041702271,RANCHERIA RIVER NEAR THE MOUTH,10AA004,6383.08679896731
1059,CA,-123.475418091,60.2415618896,LIARD RIVER AT FORT LIARD,10ED001,218360.916056356
1060,CA,-121.227966309,61.7427215576,LIARD RIVER NEAR THE MOUTH,10ED002,273219.61899317
1061,CA,-121.456283569,61.4163093567,SCOTTY CREEK AT HIGHWAY NO. 7,10ED009,143.24201250032
1064,CA,-133.5262146,68.3127822876,HAVIKPAK CREEK NEAR INUVIK,10LC017,18.2200052456344
1066,CA,-134.888809204,67.2588882446,PEEL RIVER ABOVE FORT MCPHERSON,10MC002,70709.4259116816
1067,CA,-139.567443848,69.3266067505,FIRTH RIVER NEAR THE MOUTH,10MD001,5729.52034545559
1068,CA,-128.421432495,68.6306686401,ANDERSON RIVER BELOW CARNWATH RIVER,10NC001,57128.2266542359
1069,CA,-111.95464325,64.6157531738,COPPERMINE RIVER BELOW DESTEFFANY LAKE,10PA001,6157.58829817654
1070,CA,-115.888893127,67.2283325195,COPPERMINE RIVER ABOVE COPPER CREEK,10PC004,47539.0619475108
1071,CA,-104.139167786,67.7083282471,ELLICE RIVER NEAR THE MOUTH,10QD001,16950.6217892044
1073,CA,-104.990562439,69.131111145,FRESHWATER CREEK NEAR CAMBRIDGE BAY,10TF001,1680.31933486264
1079,CA,-84.92221832,53.80833054,EKWAN RIVER BELOW NORTH WASHAGAMI RIVER,04EA001,8403.00670746616
1081,CA,-121.0602798,52.28971863,HORSEFLY RIVER ABOVE MCKINLEY CREEK,08KH010,795.054225555361
1082,CA,-88.7603302,52.30828094,PINEIMUTA RIVER AT EYES LAKE,04FA003,5099.0242879562
1084,CA,-116.9683304,51.48139191,BLAEBERRY RIVER ABOVE WILLOWBANK CREEK,08NB012,587.30936832798
1087,CA,-123.1144409,51.52305984,BIG CREEK ABOVE GROUNDHOG CREEK,08MB006,1268.12697977665
1089,CA,-109.7861099,58.32221985,DOUGLAS RIVER NEAR CLUFF LAKE,07MA003,1784.723019784
1092,CA,-97.04416656,50.32722092,NETLEY CREEK NEAR PETERSFIELD,05OJ008,682.608426435841
1094,CA,-114.8647232,49.89416885,FORDING RIVER AT THE MOUTH,08NK018,618.388023081572
1097,CA,-109.9870071,50.01197815,BOXELDER CREEK AT HARGRAVE'S RANCH,05AH050,1050.07178671189
1099,CA,-108.4794388,49.84444046,SWIFT CURRENT CREEK BELOW ROCK CREEK,05HD036,1446.06243435325
1106,CA,-91.45992279,49.8733902,ENGLISH RIVER AT UMFREVILLE,05QA002,7179.38737365645
1110,CA,-82.09100342,50.58544159,MISSINAIBI RIVER BELOW WABOOSE RIVER,04LM001,24222.6298102753
1115,CA,-80.12330627,46.4082489,VEUVE RIVER NEAR VERNER,02DD012,941.048964230619
1118,CA,-104.2027817,57.58889008,GEIKIE RIVER BELOW WHEELER RIVER,06DA004,8068.50837331506
1119,CA,-121.6275024,56.25111008,HALFWAY RIVER NEAR FARRELL CREEK,07FA006,9342.78123337273
1120,CA,-123.6161118,55.43500137,NATION RIVER NEAR THE MOUTH,07ED003,6806.63755333257
1123,CA,-121.2041702,55.55638885,MURRAY RIVER NEAR THE MOUTH,07FB002,5538.04514002645
1124,CA,-126.7027817,55.42499924,BABINE RIVER AT OUTLET OF NILKITKWA LAKE,08EC013,6650.71064091025
1126,CA,-124.5994415,54.08528137,NAUTLEY RIVER NEAR FORT FRASER,08JB003,6467.80782801454
1127,CA,-127.4238892,54.11806107,MORICE RIVER NEAR HOUSTON,08ED002,1912.25433564994
1128,CA,-104.3416672,53.42221832,WHITE FOX RIVER NEAR GARRICK,05KE005,1690.12514709379
1131,CA,-105.8850021,53.21305847,STURGEON RIVER NEAR PRINCE ALBERT,05GF002,5111.57448536481
1136,CA,-103.1416702,53.41667175,CARROT RIVER NEAR SMOKY BURN,05KC001,9280.2523702888
1138,CA,-126.1580582,52.42221832,BELLA COOLA RIVER ABOVE BURNT BRIDGE CREEK,08FB007,3606.85644705808
1141,CA,-120.1305618,51.18000031,BARRIERE RIVER AT THE MOUTH,08LB020,1154.26694983395
1142,CA,-101.3187714,50.96334076,SHELL RIVER NEAR INGLIS,05MD005,1975.31231351301
1145,CA,-116.9672165,50.26306152,LARDEAU RIVER AT MARBLEHEAD,08NH007,1567.37586228345
1148,CA,-114.8683319,49.86611176,ELK RIVER NEAR NATAL,08NK016,1843.56913659846
1150,CA,-117.5644379,49.46055984,SLOCAN RIVER NEAR CRESCENT VALLEY,08NJ013,3319.14083371869
1155,CA,-73.35666656,49.27639008,ASHUAPMUSHUAN (RIVIERE) EN AVAL DE LA RIVIERE DU CHEF,02RF002,11232.4353008883
1156,CA,-77.18721771,49.85749817,WASWANIPI (RIVIERE) A LA CHUTE ROUGE,03AB002,32400.8517118739
1160,CA,-69.64582825,47.61249924,LOUP (RIVIERE DU) A SAINT-JOSEPH-DE-KAMOURASKA,02PG006,517.420519926025
1164,CA,-122.6374969,58.67082977,FORT NELSON RIVER ABOVE MUSKWA RIVER,10CC002,22431.8432924901
1165,CA,-125.2508316,57.13027954,FINLAY RIVER ABOVE AKIE RIVER,07EA005,15678.9526282782
1168,CA,-76.98388672,55.23749924,BALEINE (GRANDE RIVIERE DE LA) EN AMONT DE LA RIVIERE DENYS-1,03ED001,32601.3551777177
1170,CA,-117.1619034,55.45623016,LITTLE SMOKY RIVER NEAR GUY,07GH002,10899.2179059075
1172,CA,-92.09485626,55.85036087,GODS RIVER NEAR SHAMATTAWA,04AD002,66277.7684278
1173,CA,-115.8397293,54.01245117,MCLEOD RIVER NEAR WHITECOURT,07AG004,9011.94102616983
1174,CA,-102.1037827,53.61368942,CARROT RIVER NEAR TURNBERRY,05KH007,12502.310202447
1175,CA,-122.8874969,53.31111145,WEST ROAD RIVER NEAR CINEMA,08KG001,12294.8660328614
1176,CA,-102.1950607,52.85947037,RED DEER RIVER NEAR ERWOOD,05LC001,10931.4479364327
1177,CA,-91.51022339,53.48947144,SEVERN RIVER AT OUTLET OF MUSKRAT DAM LAKE,04CA002,35701.339711801
1180,CA,-122.2236099,52.84360886,QUESNEL RIVER NEAR QUESNEL,08KH006,11558.9240941147
1182,CA,-120.066391,51.64944077,CLEARWATER RIVER NEAR CLEARWATER STATION,08LA001,10398.4721892164
1183,CA,-85.07225037,53.09130859,ATTAWAPISKAT RIVER BELOW MUKETEI RIVER,04FC001,37793.9865286535
1184,CA,-122.6532288,51.84860992,CHILCOTIN RIVER BELOW BIG CREEK,08MB005,19345.1588810634
1186,CA,-123.9333267,56.52833176,OSPIKA RIVER ABOVE ALEY CREEK,07EB002,2150.30760762672
1187,CA,-116.0632095,54.20753098,ATHABASCA RIVER NEAR WINDFALL,07AE001,19772.0514839858
1189,CA,-117.1791687,51.48332977,COLUMBIA RIVER AT DONALD,08NB005,9727.41270550539
1191,CA,-117.6230774,55.71459961,SMOKY RIVER AT WATINO,07GJ001,50084.2850792089
1193,CA,-115.6344376,49.61193848,KOOTENAY RIVER AT FORT STEELE,08NG065,11427.8394686817
1194,CA,-107.7256927,55.92324829,CHURCHILL RIVER NEAR PATUANAK,06BB003,78507.3786631679
1196,CA,-122.6166687,54.0111084,FRASER RIVER AT SHELLEY,08KB001,32188.5671657178
1197,CA,-120.2411118,51.04138947,NORTH THOMPSON RIVER AT MCLURE,08LB064,19664.6460429241
1198,CA,-128.4319458,54.63056183,SKEENA RIVER AT USK,08EF001,41960.6469480628
1200,CA,-126.0972214,59.41249847,LIARD RIVER AT LOWER CROSSING,10BE001,104246.487172848
1201,CA,-111.4021912,56.78034973,ATHABASCA RIVER BELOW MCMURRAY,07DA001,132562.582984705
1203,CA,-121.3938904,50.35694122,THOMPSON RIVER NEAR SPENCES BRIDGE,08LF051,55308.7825375542
1205,CA,-97.52494049,57.30205917,GAUER RIVER BELOW THORSTEINSON LAKE,06FA001,5784.77681344296
1208,CA,-115.1,57.07,LAFOND CREEK NEAR RED EARTH CREEK,07JC001,510.223232539245
1210,CA,-95.73925018,56.95291901,LITTLE CHURCHILL RIVER ABOVE RECLUSE LAKE,06FC001,6205.65601341911
1211,CA,-69.614440918,57.6705589294,"MELEZES (RIVIERE AUX) A 7,6 KM EN AMONT DE LA CONFLUENCE AVEC LA KOKSOAK",03KC004,40373.0858524166
1212,CA,-67.5833282471,57.8833312988,"BALEINE (RIVIERE A LA) A 40,2 KM DE L'EMBOUCHURE",03MB002,29859.8693031714
1213,CA,-111.72,55.17,LOGAN RIVER NEAR THE MOUTH,07CA012,418.303464176537
1218,CA,-114.570953369,50.948928833,ELBOW RIVER AT BRAGG CREEK,05BJ004,796.197711226071
1220,CA,-114.244911194,50.6885490417,SHEEP RIVER AT BLACK DIAMOND,05BL014,589.921735032767
1221,CA,-114.500717163,50.4050598145,HIGHWOOD RIVER AT DIEBEL'S RANCH,05BL019,774.506924586045
1222,CA,-115.019248962,51.6462516785,RED DEER RIVER BELOW BURNT TIMBER CREEK,05CA009,2243.21302537679
1223,CA,-114.663146973,51.8020782471,BEARBERRY CREEK NEAR SUNDRE,05CA011,275.718173933311
