"","IRF_x1"
"1",0.257250856659077
"2",0.12261254833508
"3",0.0318002774804656
"4",0.0248677374107053
"5",0.0153660916087881
"6",0.0156955759533137
"7",0.0181536988396051
"8",0.0131223275265439
"9",0.00794684285112211
"10",0.00858141806070553
"11",0.00735722057119964
"12",0.00714100783216862
"13",0.00913963093613053
"14",0.0123988610389072
"15",0.00558135458925939
"16",0.00723117061628829
"17",0.00256007722066625
"18",0.00340690516305676
"19",0.000142158984527152
"20",0.00246190068332036
"21",0.0109279231128734
"22",0.00078571421684254
