"","IRF_x1"
"1",0.0448507160609581
"2",0.197703117838176
"3",0.0972983364238258
"4",0.0667246864646063
"5",0.0473997193207716
"6",0.0480321152685266
"7",0.038305014231342
"8",0.0343956990717424
"9",0.0324048099126902
"10",0.0269284018704659
"11",0.0223165236871544
"12",0.0278176063660985
"13",0.0268072572232223
"14",0.0242307827163567
"15",0.0225872113485441
"16",0.0189338461409659
"17",0.0195966841972376
"18",0.0177643183415776
"19",0.0187627137751214
"20",0.0150701512425671
"21",0.0135277539965609
"22",0.0132379266384772
"23",0.0169202324447813
"24",0.00970177376757532
"25",0.0126340168562984
"26",0.00876218799630966
"27",0.0105452033472974
"28",0.00900791978723649
"29",0.0086389799868533
"30",0.0106722871385405
"31",0.0124442027246082
"32",0.00868626876051575
"33",0.00943376107604657
"34",0.00873037646834366
"35",0.0124849036632902
"36",0.00954200976996472
"37",0.0131315416663534
"38",0.0128458124701884
"39",0.011053118669614
"40",0.00987753024529148
"41",0.0112467065524824
"42",0.00946328600275984
"43",0.00975983120693441
"44",0.0109383742455141
"45",0.01081490892879
"46",0.0102978132715532
"47",0.0117133509411557
"48",0.0117318329998189
"49",0.0126047549981013
"50",0.00935905587124104
"51",0.0110099761215742
"52",0.0109416645403823
"53",0.011363032385178
"54",0.00897306824858903
"55",0.00903047584002042
"56",0.0111187943110419
"57",0.00926875541877892
"58",0.0109111076622309
"59",0.0118967957501822
"60",0.00858440215668469
"61",0.00883594958010472
"62",0.00882730878548935
"63",0.0108901835822975
"64",0.00769179344127465
"65",0.00652595452618536
"66",0.00762164114864054
"67",0.00666942352193809
"68",0.00927275529891317
"69",0.00782488225393898
"70",0.00671255712868729
"71",0.00703976994811408
"72",0.00564085349451894
"73",0.00400344572553893
"74",0.00755742766149702
"75",0.00567083158514293
"76",0.0072968912303105
"77",0.00817087386983017
"78",0.00972117682437092
"79",0.00720950896839054
"80",0.00742401034584259
"81",0.00613998059309401
"82",0.00834198686729296
"83",0.00538722425372236
"84",0.00729104392811388
"85",0.00970503583222362
"86",0.00874362001455495
"87",0.00842115040883229
"88",0.00710842675096788
"89",0.00631984346377151
"90",0.00518927804144617
"91",0.00624821808863863
"92",0.00811077743124964
"93",0.00559949894790907
"94",0.00468617894599051
"95",0.004689980817695
"96",0.00404146490706039
"97",0.00492236368177244
"98",0.00601996312848229
"99",0.00783528593498659
"100",0.00603745721188586
"101",0.00513125965084762
