"","IRF_x1"
"1",0.000481112569798557
"2",0.00140753585752562
"3",0.00267681528554493
"4",0.00411118188612339
"5",0.00551324164198195
"6",0.00656959777170594
"7",0.00724105280651839
"8",0.00776289899621045
"9",0.00816110372955614
"10",0.00811484170650409
"11",0.00781565321518144
"12",0.00747196084928643
"13",0.00706802987601596
"14",0.00667656810132487
"15",0.00626551634708313
"16",0.00589857143641354
"17",0.00547882043870466
"18",0.00515072425026835
"19",0.00476057094206899
"20",0.00437480280194285
"21",0.00416775318366358
"22",0.00395786292740431
"23",0.00366093505692742
"24",0.00339861187376146
"25",0.00313782547870937
"26",0.00295792069083359
"27",0.00273667982366295
"28",0.00247259481794924
"29",0.00226754956643683
"30",0.00204584952789828
"31",0.00185975579478321
"32",0.00172357223272632
"33",0.00150712710746523
"34",0.00129634774914056
"35",0.00123010598697064
"36",0.00119474705051883
"37",0.00102742839105541
"38",0.000839164210904723
"39",0.000673323908567579
"40",0.000499104196705586
"41",0.000387622551965966
"42",0.000310819910981933
"43",0.000108338903391921
