Year,Month,Day,Forcing_Precipitation_mm/d,HBV_Snowfall_mm/d,HBV_Rainfall_mm/d,HBV_Snowmelt_mm/d,Observed_Streamflow_mm/d
1979,1,1,2.78781485557556,2.78781485557556,0,0,0.284711266870794
1979,1,2,0.862261116504669,1.83164807135318,0,0,0.278509628022087
1979,1,3,0.214509323239326,0.542377969445021,0,0,0.271462319702348
1979,1,4,0.000174570333911106,0.112724719404568,0,0,0.263287443126784
1979,1,5,0.00704717263579369,0.00425181550991383,0,0,0.255394465336014
1979,1,6,0.0835349261760712,0.0583980921427125,0,0,0.247501460661896
1979,1,7,3.44057625625283e-05,0.0422829392689934,0,0,0.239608482871126
1979,1,8,0.106478869915009,0.0432243136948909,0,0,0.231433606295562
1979,1,9,0.661833584308624,0.383895486628954,0,0,0.223540615063118
1979,1,10,8.26310443878174,4.4583962273351,0,0,0.223540615063118
1979,1,11,3.5231921672821,5.86321456862676,0,0,0.231433606295562
1979,1,12,6.67374038696289,5.05760928923991,0,0,0.239608482871126
1979,1,13,3.43059158325195,5.09939061637618,0,0,0.247501460661896
1979,1,14,0.386019706726074,1.973701224529,0,0,0.239608482871126
1979,1,15,0.164192765951157,0.341500420782797,0,0,0.233970641592004
1979,1,16,2.37577438354492,1.31578708811503,0,0,0.239608482871126
1979,1,17,0.132975399494171,1.33173276297546,0,0,0.247501460661896
1979,1,18,1.18364369869232,0.623673518282914,0,0,0.251447962998955
1979,1,19,0.108562581241131,0.698853535267858,0,0,0.263287443126784
1979,1,20,3.15428185462952,1.68713756639876,0,0,0.287530174068681
1979,1,21,10.3605222702026,6.7175519248077,0,0,0.304443724789394
1979,1,22,0.832614541053772,5.5628154652366,0,0,0.335451865266237
1979,1,23,6.79699182510376,3.72095144108249,0,0,0.326995116789228
1979,1,24,0.291089743375778,3.41632470019233,0,0,0.326995116789228
1979,1,25,1.30937647819519,0.680477932808216,0,0,0.326995116789228
1979,1,26,0.9776451587677,1.24792596656067,0,0,0.326995116789228
1979,1,27,16.7121200561523,8.73775353321006,0,0,0.324176182707993
1979,1,28,0.885605156421661,8.87212347116734,0,0,0.318538341428872
1979,1,29,0.0468303933739662,0.314895776694613,0,0,0.310081566068516
1979,1,30,2.94855809211731,1.56088749595264,0,0,0.304443724789394
1979,1,31,1.05370438098907,2.02423491387353,0,0,0.298805883510272
1979,2,1,0.189850181341171,0.486567666910915,0,0,0.290349108149916
