"pred_beta"
0.171341549523449
0.104886990839954
0.0718540689655937
0.0620491827129394
0.0532522055192149
0.045327449236414
0.0430904939146581
0.0372442118120565
0.0331065598985356
0.0305568453516513
0.0319778113333859
0.0270558449177167
0.0254028684617557
0.0237728846249287
0.023179184256371
0.020517078752833
0.0196423644950803
0.0172038578212265
0.0159433819892208
0.0163773333184673
0.0162318757359019
0.0145157347341282
0.0160026401080073
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.171799566826863
0.105169848209573
0.0721078485747366
0.0622985914072463
0.0534875290286284
0.0454546618094139
0.0431980561461446
0.0373344394303298
0.033209702650388
0.0306852854943195
0.032082935556882
0.0270151944690896
0.0253533885357042
0.0238021567521793
0.0231610624953262
0.0204611269035351
0.0196130750066583
0.0171284580654067
0.0158384365250906
0.0162237024720506
0.0161052279131173
0.0144103601976983
0.0159199516632581
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.172250757161579
0.105432502158907
0.0723531454574144
0.062524257534284
0.0536703689494779
0.045588973384422
0.0433073955192054
0.0374188277583005
0.0333383462481551
0.0308367575170127
0.0321712086240852
0.0270071283240472
0.0253219828313461
0.0238167926800298
0.0231737542146997
0.0204390313956053
0.0195911766469535
0.0170383376216368
0.015721939651514
0.0160585896019795
0.0159608539912703
0.0143040561583245
0.0158406892762052
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.172705404251502
0.105702290732695
0.0725910349373907
0.0627541852449218
0.0538449850168323
0.0456874595342243
0.0434235964829391
0.0375029888861778
0.0334590207294885
0.0310134863448795
0.0323145638521834
0.0270041485297468
0.0253147301021303
0.0238385993779046
0.0231828510940031
0.0204436414888313
0.0196068816669078
0.0169580687558957
0.0155970921650548
0.0158827433031202
0.0158091983025638
0.014181194727645
0.0157470811345873
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.173132995799438
0.105977469072847
0.0727929966988255
0.0629744557003825
0.0540189205426286
0.045777480011506
