Year,Month,Day,Forcing_Precipitation_mm/d,HBV_Snowfall_mm/d,HBV_Rainfall_mm/d,HBV_Snowmelt_mm/d,Observed_Streamflow_mm/d
1979,1,1,11.1410360336304,11.1410360336304,0,0,
1979,1,2,0.718370497226715,5.9265972089953,0,0,
1979,1,3,0.00549551192671061,0.358971070703543,0,0,
1979,1,4,0.0100024668499827,0.00831058650639349,0,0,
1979,1,5,0.146174773573875,0.0580981826646365,0,0,
1979,1,6,0.11726189404726,0.135604897203855,0,0,
1979,1,7,0.0214861165732145,0.098400902139268,0,0,
1979,1,8,0.00708466675132513,0.0202792662187292,0,0,
1979,1,9,0.00755624147132039,0.00724005507167647,0,0,
1979,1,10,0.00408299453556538,0.00633221998657874,0,0,
1979,1,11,0.277263820171356,0.0977209007749451,0,0,
1979,1,12,3.86146140098572,2.04354368724335,0,0,
1979,1,13,19.7813415527344,11.7725522930932,0,0,
1979,1,14,11.66383934021,15.7609737698771,0,0,
1979,1,15,1.15834510326386,6.48420669468172,0,0,
1979,1,16,1.3740177154541,1.24013099134999,0,0,
1979,1,17,0.189982369542122,0.738280157145226,0,0,
1979,1,18,0.0679559409618378,0.150555789721402,0,0,
1979,1,19,7.55743598937988,3.79442249366699,0,0,
1979,1,20,0.723371863365173,3.89608419743166,0.244321716156275,0.421741100094742,
1979,1,21,0.0986274853348732,0.150870973289464,0.26068292859465,0.42248962153551,
1979,1,22,0.0542088858783245,0.0604521503754967,0.0159300080874124,0,
1979,1,23,2.95334911346436,1.47887278307751,0.0386137599645187,0,
1979,1,24,9.88080024719238,6.36879636013566,0.0383615548171644,0,
1979,1,25,0.169777438044548,4.96485679716257,0,0,
1979,1,26,0.00802906602621079,0.0932031380794882,0,0,
1979,1,27,0.763053357601166,0.368140997676946,0,0,
1979,1,28,0.978273272514343,0.735093686329606,0.134616803143524,0,
1979,1,29,0.0621783100068569,0.386016147974061,0.136497924523261,-1.11022302462516e-16,
1979,1,30,0.211768284440041,0.135649923521683,1.11022302462516e-16,1.11022302462516e-16,
1979,1,31,0.515680134296417,0.325556830216485,0,-1.11022302462516e-16,
1979,2,1,0.203666388988495,0.38357481907137,0,1.11022302462516e-16,
1979,2,2,0.238283038139343,0.219467698995388,0,0,
1979,2,3,0.0482450090348721,0.125619572148821,0,0,
1979,2,4,0.0097072459757328,0.0296574724113157,0,0,
1979,2,5,0.0255311988294125,0.0187772474720873,0,0,
1979,2,6,0.042232483625412,0.0333299853813713,0,0,
1979,2,7,0.0329278968274593,0.0389863736939304,0,0,
1979,2,8,0.56139487028122,0.294244171826392,0,0,
1979,2,9,0.0846553146839142,0.266179968335166,0,0,
1979,2,10,0.0685501173138619,0.0792231684494169,0,0,
1979,2,11,1.82136750221252,0.850290657489595,0,0,
1979,2,12,6.00043678283691,3.95565318866665,0,0,
1979,2,13,0.122529715299606,3.13069150518108,0,0,
1979,2,14,0.0420681312680244,0.0983062569158903,0,0,
1979,2,15,0.179412975907326,0.0874373788572171,0.0170860539494049,0,
1979,2,16,0.0632746666669846,0.105188237410431,0.0200453177706454,0,
1979,2,17,0.00906819012016058,0.0327229926623716,0,0,
1979,2,18,0.800742506980896,0.615718808190138,0,0,
1979,2,19,1.27139663696289,0.950883864356172,0,0,
1979,2,20,0.0947820693254471,0.75727632216379,0,0,
1979,2,21,9.84830760955811,1.26961613511857,3.70342140967781,0.662911267129768,
1979,2,22,0.5588538646698,1.36822215546334,3.83694924462483,0.662935377208569,
1979,2,23,5.05231857299805,0.146021688094535,2.65904749985606,1.98792994596932,
1979,2,24,0.00391196645796299,0.00165587596174532,2.53362597173517,1.99393951242755,
1979,2,25,0.00651370408013463,0.00563287503153731,0.000222260641571381,0,
1979,2,26,0.00180308474227786,0.00370328739715831,0,-8.88178419700125e-16,
1979,2,27,0.0613106042146683,0.0250300579706675,0,8.88178419700125e-16,
1979,2,28,0.117665879428387,0.0610742894059797,0.0179269890118778,0,
1979,3,1,1.46471786499023,0.0311422838651936,0.755100435322285,2.02990309718368,
1979,3,2,0.444757372140884,0,0.955289962613666,4.34490650781014,
1979,3,3,5.80565404891968,0,3.12352327481819,5.88375050894622,
1979,3,4,10.6327514648438,0,8.2245271806474,7.10777406841,
1979,3,5,0.571544587612152,0.00481103819140571,5.61399430332014,4.92319448004157,
1979,3,6,0.0970442816615105,0.0250747792932913,0.313718509788792,1.52632219111097,
