Year,Month,Day,Forcing_Precipitation_mm/d,HBV_Snowfall_mm/d,HBV_Rainfall_mm/d,HBV_Snowmelt_mm/d,Observed_Streamflow_mm/d
1979,1,1,1.08039724826813,0.32264517363254,0.75775207463559,0.0400613643331554,2.15424000549316
1979,1,2,1.1058543920517,0.161317177784395,0.931809069155504,0.443902343015039,2.81088006591797
1979,1,3,0.177678123116493,5.55111512312578e-17,0.644025857150369,0,3.42144003295898
1979,1,4,0.000953216105699539,5.64719375110157e-05,0.0868204759654474,5.64719375110712e-05,4.73472015380859
1979,1,5,0.0530305989086628,0.0265697263702274,0.000421661247265615,5.49563215617166e-05,6.35903997802734
1979,1,6,0,0.0267234023979488,0,5.55111512312578e-17,3.91680010986328
1979,1,7,0.179914280772209,0.0897528607312116,0,0,3.06432009887695
1979,1,8,8.52437019348145,0.0899571314909841,4.26218551819307,0.232949500414024,2.61503997802734
1979,1,9,9.78129100799561,1.11022302462516e-16,9.15282834119084,0,2.31551998901367
1979,1,10,0.321758955717087,0.0914900992470826,4.96010978715896,0,2.81088006591797
1979,1,11,0.0275138821452856,0.105250522498697,0.069389744598972,0,2.58048001098633
1979,1,12,0,0.0142939981325078,3.5527136788005e-15,0,2.41919989013672
1979,1,13,0.00013312442752067,6.11233220961793e-05,-3.5527136788005e-15,0,2.11968003845215
1979,1,14,3.43981003761292,1.7197110238494,0,0,1.95840005493164
1979,1,15,0.471075922250748,1.7880324582694,0.167405573967674,0.0798822982174455,1.79711993408203
1979,1,16,0.000937823788262904,0.0686545194739301,0.167535306085409,0.079944203561892,1.63583995056152
1979,1,17,0.0157141983509064,0.00807700615076712,0,0,1.53216004943848
1979,1,18,2.02206635475159,1.0244556368594,0,0,1.46303997802734
1979,1,19,19.8879070281982,10.9377976135595,0,0,1.37088006591797
1979,1,20,6.5369668006897,12.1500580265845,1.06237625322284,0,1.30175999450684
1979,1,21,1.60169398784637,2.77233732969226,1.31889251767682,0,1.24416004943848
1979,1,22,7.12788438796997,2.63607118703249,1.74611489292327,0,1.17503997802734
1979,1,23,13.1198558807373,2.61800833660885,7.50671073927553,1.39868530855591,1.63583995056152
1979,1,24,2.16265034675598,0.54555816984643,7.11635406992686,3.6643786540377,2.28096002197266
1979,1,25,2.48511433601379,0,2.32204458954081,5.71980346525198,3.58271987915039
1979,1,26,1.85761976242065,0,2.18670423422126,7.34148021871128,5.71392004394531
1979,1,27,8.86151027679443,0,5.35956622462849,8.65460863506414,8.81280010986328
1979,1,28,16.5624370574951,0,12.7014951452236,9.64267141727258,15.6672004394531
1979,1,29,14.4408464431763,0,15.501652796042,0,22.1184008789063
1979,1,30,16.0150718688965,0,15.227950136211,0,30.7584008789063
1979,1,31,6.55858993530273,0,11.2868498907083,0,27.3024008789063
1979,2,1,4.95879411697388,0,5.65460022762606,0,19.9295991210937
1979,2,2,8.85306549072266,7.105427357601e-15,6.9059180759557,0,16.9343997802734
1979,2,3,15.3986778259277,-7.105427357601e-15,12.125868364878,0,22.1184008789063
1979,2,4,15.3677186965942,1.37548497439357,14.0077132468411,0.784116748324252,20.0447995605469
1979,2,5,1.78061890602112,1.61068926926656,6.96939791383684,1.03178071963504,14.8607995605469
1979,2,6,0.0915598645806313,0.279168606990069,0.656159913159002,0.246975540533732,10.5292803955078
1979,2,7,0.00865571945905685,0.0532406389675515,0.000715342297951338,0,7.89119989013672
1979,2,8,2.58950276474934e-05,0.0048684901517575,0,0,5.21856024169922
1979,2,9,0.000347053952282295,0.000173720888852813,0,0,4.56192004394531
1979,2,10,2.65440103248693e-05,0.000210810405263828,0,0,3.26015991210938
1979,2,11,0,1.14992502062705e-05,0,0,2.93759994506836
1979,2,12,0,0,0,0,2.28096002197266
1979,2,13,0,0,0,0,1.99296002197266
1979,2,14,0.671834111213684,0.331836857219038,0,0,1.728
1979,2,15,0,0.335742397146859,0,0,1.46303997802734
